观世音满月面珠开妙相,0,观世音满月面珠开妙相，
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,2737433542.5822277,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,2825480362.6795082,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,2838635620.2121243,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,2845794478.8533278,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,2845794478.8533278,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,2846679553.567802,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,2853475901.5561957,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,2857163954.7092323,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,2886384813.5459166,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,2900872931.8925056,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,2913580858.2089381,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,2943679531.9284306,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,2998453663.1536326,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,3000213670.1250901,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,3003754340.0222158,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,3010354921.7558203,0.1
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,3029318050.4845819,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,3042534889.323194,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,3064671289.0864305,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,3086742083.5509095,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,3100346038.9222708,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,3100667142.1684971,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,3104154681.2705398,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,3113303766.7062845,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,3129439376.6845617,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,3148268988.7562127,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,3167205892.876421,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,3175196129.3121552,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,3194468394.3139024,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,3202563729.3717599,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,3217025352.9841385,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,3221327963.8963246,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,3256745992.3429704,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,3265171167.4648657,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,3271482899.3764291,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,3274783048.682519,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,3281530363.6486354,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,3289909472.8413987,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,3291109075.7062564,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,3301912472.2993522,0.1
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,3323577727.657855,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,3325685644.5569901,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,3325831186.4251103,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,3326482398.1716995,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,3334138391.3084717,0.1
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,3335485434.7675357,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,3342994828.3614974,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,3346500919.2789025,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,3366110915.442512,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,3371026000.9148679,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,3375148104.8959947,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,3389194630.1897159,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,3407366882.1117535,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,3408399720.6289778,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,3418682906.7791128,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,3418975144.9763279,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,3429540979.5448856,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,3437458897.6800103,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,3470459801.9681959,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,3482176000.9663734,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,3513730631.1955209,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,3513996513.6285324,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,3526428868.9330416,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,3539421575.3603153,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,3542930202.7813368,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,3545011225.9861283,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,3572544118.8379779,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,3580671137.374053,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,3586406327.4461155,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,3588988251.5468216,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,3602158331.0044351,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,3607221688.6882148,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,3619456240.8903527,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,3624227451.0901327,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,3638390108.4043894,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,3646438045.4020071,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,3658673461.4202752,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,3662772978.808681,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,3663771390.4799776,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,3668404856.8493247,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,3668826447.3909888,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,3687889186.01998,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,3689975458.9504075,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,3695270657.6330719,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,3695270657.6330719,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,3697406787.8275385,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,3698845200.7994065,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,3703249228.7781048,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,3709612922.8187785,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,3726768650.0953875,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,3728936302.8759365,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,3738669392.7385454,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,3756661333.9160972,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,3761688538.7105765,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,3765279875.0939703,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,3777382308.489996,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,3777628533.5469189,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,3805622436.3792953,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,3830630067.2318668,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,3837241967.6063881,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,3845821048.0871053,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,3868792418.3784041,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,3872140917.0345716,0.1
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,3878598367.4648085,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,3882212338.0825515,0.1
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,3888140111.4764862,0.1
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,3897130906.8571887,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,3899729911.1421614,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,3902758608.4815941,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,3905627914.3780122,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,3908302438.0063987,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,3917688634.662045,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,3935200722.0584807,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,3935610991.7093368,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,3946312313.28514,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,3946312313.28514,0.1
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,3952715914.5788999,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,3961568901.1140709,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,3963486774.8548059,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,3998793208.5579348,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,4028962766.4825835,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,4046102539.8282495,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,4049194740.9780445,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,4052924178.8654885,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,4056129276.519484,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,4060313550.2930484,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,4074583460.0412002,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,4082782421.6784453,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,4084943138.0422506,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,4098236042.5190706,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,4117645962.817379,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,4125307531.5100846,0.1
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,4145650525.2929368,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,4157878796.7246695,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,4160320741.7197757,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,4167480358.6965542,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,4172488152.8339815,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,4182579548.7456741,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,4192403831.7399149,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,4210719698.9477663,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,4218058324.8299751,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,4225013217.9466734,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,4225086911.5640821,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,4229256278.1721654,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,4247462479.9757843,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,4269042568.03374,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,4287768248.8416519,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,4296109072.0724335,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,4318542707.7477083,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,4318678980.3466806,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,4321168452.4949942,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,4326783882.663806,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,4339951494.0884275,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,4347500420.6131992,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,4361151606.1510992,0.1
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,4361529319.6876554,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,4371355578.2606907,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,4387196473.7406025,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,4388201379.2352171,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,4388968554.0283775,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,4391938280.1335049,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,4398050734.9697886,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,4403440174.1412764,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,4413652404.3834972,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,4414049485.8545952,0.1
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,4421872270.7540379,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,4469887783.6499968,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,4477758653.9631424,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,4480777868.6565638,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,4481082775.8444309,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,4487165195.5207338,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,4495404716.9269238,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,4499661658.8896551,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,4507540437.715457,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,4517727579.3973665,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,4530197618.6800117,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,4545054062.9210558,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,4567292204.988184,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,4571533517.7262344,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,4606067256.5478601,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,4607994201.667469,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,4609647261.2804947,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,4609647261.2804947,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,4620178523.0599794,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,4625851142.0286064,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,4639549746.7854233,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,4645727406.4381723,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,4651741035.0721111,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,4652350897.3056507,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,4663629525.8799343,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,4666156187.6557341,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,4667919104.6590519,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,4672281913.4613857,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,4674547161.4641809,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,4680526096.4584742,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,4681045150.9222269,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,4686280955.1063824,0.1
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,4689781526.7714186,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,4711041292.9776688,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,4731016926.7985973,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,4739070869.2579203,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,4742059904.0369406,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,4742059904.0369406,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,4762775924.2384644,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,4765509761.2005138,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,4768579364.1924276,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,4771299671.4668789,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,4781132011.30478,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,4792240270.3202009,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,4799523936.6771278,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,4812388688.0441713,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,4869675651.2888832,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,4893545294.079896,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,4905327548.0662222,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,4913341464.3032713,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,4915107148.0842257,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,4928701259.7714996,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,4942515066.8170204,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,4960741783.9228125,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,4963603749.6243429,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,4990489147.5731363,0.2
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,5014304142.6281853,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,5020071403.0672169,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,5020512877.8361664,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,5048115422.575984,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,5066141941.5622292,0.1
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,5071904533.4804659,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,5103579429.0119276,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,5109528043.2906494,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,5119370986.8077049,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,5135787514.9891005,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,5141349631.4578867,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,5155698241.461422,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,5163421292.4171944,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,5164126494.2289677,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,5165147191.791503,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,5188603563.3672409,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,5210420410.781167,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,5227001913.3669214,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,5235654027.2691813,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,5240987588.3257618,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,5261229348.8030376,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,5292599017.4730778,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,5344165557.2793579,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,5384568418.2123079,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,5407259219.6091442,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,5427183707.1466599,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,5445331332.8187656,0.1
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,5446342243.6978397,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,5463674470.5117502,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,5494448570.8636122,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,5502872476.3972578,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,5515259367.4456387,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,5522608853.041049,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,5545977848.9875946,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,5547031495.8686352,0.0
