隔帘只见一花轿,0,在隔帘只见这一花轿，
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,912889628.83738077,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,917642444.0537045,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,918039010.27452183,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,918261576.89105356,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,918584130.66521657,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,920733144.98006284,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,924532931.42104161,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,926600755.44186425,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,928218532.81748319,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,929591098.29155421,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,934142197.709849,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,942570222.02808404,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,943104963.82888615,0.2857142857142857
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,943894036.75900817,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,945377499.74392104,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,945377499.74392104,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,945397147.23786283,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,945687434.91807997,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,951678253.57076228,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,952878822.73057961,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,953109673.67754662,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,954448623.74546039,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,955371828.7930696,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,956409212.98725021,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,956962604.83162034,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,959035092.43252957,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,964356809.63405204,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,966918611.36829507,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,969565949.04162467,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,973630119.49542975,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,976783417.48056138,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,978843286.25189459,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,979093832.45210385,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,982156058.13056087,0.2857142857142857
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,982569769.62303269,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,988564540.34380615,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,989799323.61368966,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,990727401.33136332,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,990970878.85433161,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,992354040.77432108,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,995746100.92657483,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,996743688.61662173,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,996773924.5263294,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,997981210.67465413,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,998067268.51316166,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,998743319.42487657,0.14285714285714285
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,1001413745.6894011,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,1003107518.5458926,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,1010751276.624707,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,1010811302.4456587,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,1011820668.7838191,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,1013054829.7760661,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,1014268925.6424286,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,1015314723.8509165,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,1016769167.6692519,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,1019089271.2726666,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,1019537071.8191192,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,1023007648.7503897,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,1023709267.2486304,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,1026830309.6870553,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,1027449484.7207178,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,1029217007.7540696,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,1036319589.1768559,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,1038016093.6334883,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,1044393494.004564,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,1046723183.2990816,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,1046963143.8622148,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,1049859688.7824692,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,1050566167.3589885,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,1050733352.1958007,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,1051884252.6678413,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,1055055081.3920895,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,1058167046.1624335,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,1060103121.6512139,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,1064098198.3573076,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,1066184273.6823525,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,1067234690.5176005,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,1071620625.7917668,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,1072685135.1161258,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,1073297394.9760993,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,1074696868.4998443,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,1077920081.1220136,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,1084452867.4507523,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,1088231489.3069093,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,1088887756.8595817,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,1091211662.104449,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,1092062748.2559137,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,1092207551.8820639,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,1093614926.9525332,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,1095539011.8852022,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,1101620259.5295897,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,1102838391.6623528,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,1104544480.633379,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,1105942118.984853,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,1108512866.8505464,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1110046493.2306626,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,1113050106.4793894,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,1113756834.18171,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,1114560749.8072007,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,1119289855.0635326,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,1120094285.2196937,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,1124663008.2514305,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,1125426696.5948973,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,1129555424.5685914,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,1132141591.0061228,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,1132793529.9472778,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,1133823252.2060592,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,1137274650.9160922,0.14285714285714285
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,1137785972.6372759,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,1141776113.4996772,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,1142097217.5444794,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,1142917620.5034332,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,1145078784.7432868,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,1147915171.2032516,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,1148892214.7554371,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,1151414207.353035,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,1156433986.1135473,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,1157437513.7238874,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,1158555929.2799578,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,1162649793.0326264,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,1165530423.1307638,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,1169888654.9208884,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,1171613745.3308284,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,1171669405.9813662,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,1172453670.4002573,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,1173025331.8665545,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,1176490406.5374076,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,1176490406.5374076,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,1177557837.4500873,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,1178503598.2172918,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,1179473364.9805341,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,1179633518.5877469,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,1180327095.5957222,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,1182181280.0257356,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,1191186862.2040892,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,1191252137.3653567,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,1195884789.4665697,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,1205731544.6408286,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,1206392434.6854584,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,1207200870.5925491,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,1208626603.2526274,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,1213036616.1356838,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,1220759108.4795482,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,1225150383.6984534,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,1235746574.0451612,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,1240072372.7273927,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,1252675268.6796737,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,1261544894.4301188,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,1262684031.8722606,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,1263691304.6367788,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,1263691304.6367788,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,1263991725.9348984,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,1265766364.1840975,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,1268902171.8689113,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,1269802954.9801939,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,1270573434.8396497,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,1270770304.2475863,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,1271516582.7411702,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,1276051754.7625515,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,1280067985.2845812,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,1281737924.4320154,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,1282020783.7045259,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,1284773995.4986715,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,1288337223.8882992,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,1294221001.6468768,0.14285714285714285
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,1294962587.8856816,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,1300726514.4104099,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,1301388080.4930544,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,1302022488.2902422,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,1305522456.8654587,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,1305693330.782645,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,1306869732.7175615,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,1310773772.7756689,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,1311519700.5414164,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,1312568330.2114439,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,1313992741.3016553,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,1318268278.9740584,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,1319337835.6570528,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,1321800558.6337001,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,1322191370.5156794,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,1323492949.5120161,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,1329089652.4653406,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,1329668837.1020138,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,1329697629.0955265,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,1330045793.0118663,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,1334489892.4517045,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,1334763197.9691343,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,1335697492.3815455,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,1336342735.6632168,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,1336732360.7712774,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,1337942179.2042944,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,1339189301.6024966,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,1341166611.5127504,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,1341452390.8693511,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,1341712381.0530734,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,1352319085.8875237,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,1353212790.9962599,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,1354228218.3258939,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,1357221221.4896369,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,1361350793.4133432,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,1362795974.3902373,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,1362795974.3902373,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,1364805178.29986,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,1366260751.7891552,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,1366319243.4865618,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,1368937247.2519786,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,1374426170.8514724,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,1383524026.4169385,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,1384403744.3064547,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,1386225401.6414969,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,1387523594.9195085,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,1387764375.5719187,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,1388715026.2231097,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,1391096119.3090973,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,1395382673.6003878,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,1399006405.1620176,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,1400537144.2592061,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,1400684406.2157507,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,1400684406.2157507,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,1403402945.6866043,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,1409096907.2851112,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,1412827549.1708596,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,1413136307.8349037,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,1414214219.8666945,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,1417031116.2360826,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,1423963889.9075193,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,1427415460.0976541,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,1430317977.1485853,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,1433405188.439395,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,1438051580.0905881,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1445626638.8363554,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,1453148195.7376471,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,1453239956.4584973,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,1453305405.1901596,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,1458933893.1880167,0.14285714285714285
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,1463777500.1988959,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,1471580176.0463581,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,1471712150.3564501,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,1475528564.5281982,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,1479195753.3695245,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,1492309384.5036221,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,1492367592.88974,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,1498937532.929337,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,1504159542.8376868,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,1518093662.0925746,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,1519670576.1235003,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,1521772821.5874007,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,1524205493.5192704,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,1537033761.1877613,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,1548525882.1115749,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,1559407216.7636833,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,1566235000.6872139,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,1580993235.8853881,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,1583630379.3649886,0.0
