想当年桃花马上威风凛凛,0,想当年桃花马上威风凛凛，
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,5053760.831530449,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,5058740.6136539616,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,5091648.8269200185,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,5165833.9092978425,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,5196673.4871973433,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,5212256.1158542186,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,5289681.8528058259,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,5358045.9675749633,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,5393132.171000449,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,5413486.3770728521,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,5445559.1070817001,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,5474978.8107105289,0.09090909090909091
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,5477676.3653345173,0.18181818181818182
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,5489545.4928391501,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,5513560.4328546533,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,5553425.7603848437,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,5561520.9620010089,0.09090909090909091
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,5597273.5353931785,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,5614339.3518270031,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,5634948.9321505912,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,5657183.9972485853,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,5698295.5604559509,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,5730454.6141107306,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,5746997.6408900023,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,5761705.4952876875,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,5773255.7271342818,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,5812482.1063444531,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,5837276.4173289035,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,5915305.1128109703,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,5932870.9755128399,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,5959393.0310049588,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,5961204.8405357301,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,5972944.8662072495,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,5980198.352267405,0.09090909090909091
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,5982398.7817969341,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,6007727.2886569966,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,6015860.9475132497,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,6039189.2026395695,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,6092096.2442248613,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,6116427.6506148828,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,6132811.3749542562,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,6148889.1630391032,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,6152713.0241871625,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,6166389.7023538454,0.09090909090909091
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,6217791.0404157462,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,6261818.904942018,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,6298435.2028898336,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,6303578.8111713761,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,6312167.113349353,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,6334815.0983291278,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,6359568.9675247222,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,6372470.7955356445,0.09090909090909091
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,6391821.8985242583,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,6392749.4976285351,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,6396548.201076691,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,6408097.9516595919,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,6425481.8188989647,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,6503115.8758520866,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,6510783.9339074977,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,6511747.295410472,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,6521974.9700243911,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,6545850.0441466291,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,6552473.1094399281,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,6564122.1623918768,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,6568682.9764189189,0.09090909090909091
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,6575205.7795648547,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,6623362.3236458264,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,6629657.3173187645,0.09090909090909091
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,6634356.7196862772,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,6644220.9379904503,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,6645059.3288070001,0.09090909090909091
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,6645156.7440284546,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,6655286.5787482867,0.09090909090909091
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,6659328.8942543622,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,6709691.3551056907,0.09090909090909091
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,6742783.2270881655,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,6760152.377934671,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,6767035.5527780512,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,6777944.8089094488,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,6797665.0579814296,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,6798455.9472927069,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,6849367.9743655762,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,6875028.6759455381,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,6891026.8629516624,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,6909584.2128863828,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,6965565.7734355684,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,6994001.5834972216,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,7016071.7424440673,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,7017012.5229785228,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,7027763.9008749994,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,7050335.9585245373,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,7068021.597410745,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,7100417.6448937515,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,7102015.937979742,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,7105136.4278423656,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,7135815.5771721918,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,7163482.672676472,0.18181818181818182
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,7172201.3728455473,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,7184891.1294710105,0.09090909090909091
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,7220463.9119270202,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,7226639.1458669417,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,7236789.5170208458,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,7237500.9840987753,0.09090909090909091
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,7242558.3182418905,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,7258573.6014239546,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,7275267.826028469,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,7297215.8349080142,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,7328012.4489518171,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,7360009.8708760897,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,7373339.3996922448,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,7388783.9091118677,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,7400052.8998013074,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,7400806.8412097469,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,7409510.3896011598,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,7450485.7660921104,0.09090909090909091
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,7473246.013648551,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,7479732.2441601055,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,7492922.7565671084,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,7518775.1440641033,0.09090909090909091
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,7544800.0907910494,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,7548322.6787439464,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,7586715.8694943031,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,7594412.5320583507,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,7602420.3724071272,0.09090909090909091
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,7614867.4978142967,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,7669367.0647450108,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,7722938.8974159956,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,7755594.1509553827,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,7765248.8293792773,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,7771964.8538164264,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,7774701.285592366,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,7785671.3267958034,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,7791273.4851845289,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,7804152.8685037466,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,7836913.5817224029,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,7867675.5164628429,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,7870456.5802062862,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,7891338.2641513823,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,7906870.078248499,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,7926409.565421002,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,7957687.9029252455,0.09090909090909091
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,7988521.3402219499,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,7992039.0621034345,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,7997646.4666196965,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,8002308.4646373857,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,8008856.9982070578,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,8038156.8187821656,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,8045430.0605202243,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,8047853.7619661577,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,8049883.6049134107,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,8062841.7420461904,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,8074446.3736539641,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,8082929.8008659361,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,8085869.4946215777,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,8120512.4114034073,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,8131466.9934881851,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,8149558.7659081211,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,8149558.7659081211,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,8166584.6303256536,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,8173138.5701172929,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,8239556.4662849931,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,8261688.9432002362,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,8270907.4891650323,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,8279368.5135988332,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,8287791.6331582731,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,8310564.7874474749,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,8311080.6742662257,0.18181818181818182
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,8313654.979184445,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,8328228.2304521212,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,8354098.0327170966,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,8364201.2667084662,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,8369395.8246680163,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,8374734.9716317384,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,8376444.447477282,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,8398372.148895517,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,8413565.369886009,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,8449789.2194152642,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,8482915.5489202961,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,8499759.71307889,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,8524175.773870578,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,8558158.6182922889,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,8561804.3834827319,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,8566073.6377907488,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,8647203.3511964306,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,8655331.1497788038,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,8683992.4887849893,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,8686969.8741585091,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,8689461.2907617334,0.09090909090909091
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,8747007.4948372934,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,8754555.2237455007,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,8829070.679510776,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,8876033.3048303928,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,8885031.6887664981,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,8920816.7493310776,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,8928127.9670881145,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,8928127.9670881145,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,8934071.0484805647,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,8954129.0866381936,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,8981654.6649450939,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,8996225.5255878586,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,9025898.0261121895,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,9065541.2288213242,0.18181818181818182
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,9094155.9046533797,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,9108441.1070912667,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,9108666.3929267097,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,9148867.8942554593,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,9217697.220901588,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,9222124.0157339126,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,9231401.8991537876,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,9239136.4770092014,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,9241277.6081772652,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,9242466.8314267136,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,9294701.6904015727,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,9294701.6904015727,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,9295289.7084867563,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,9352128.8676148765,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,9506845.2394247726,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,9593837.1482239123,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,9609812.4919855241,0.09090909090909091
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,9625132.0277322363,0.09090909090909091
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,9632949.9424678087,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,9656151.2638220806,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,9680392.0254308451,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,9685032.1003070325,0.18181818181818182
