辛喜得珍珠衫称心如愿,0,幸喜得珍珠衫称心如愿，
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,1009231095.8124123,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,1017805373.3529255,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,1021242768.9485507,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,1058975049.286932,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,1061576069.6080005,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,1063613070.8495971,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,1064137483.8786819,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,1072228074.8209587,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,1075650803.4959478,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,1081823139.3350177,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,1089768981.7555079,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,1091692150.0255132,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,1093081252.9782832,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,1118844977.2605593,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,1122430503.3090315,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,1126826157.7664728,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,1130515686.0709369,0.1
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,1133182860.8119853,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,1136471479.215343,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,1141800617.7566423,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,1155957535.4510615,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,1160627162.0701268,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,1161554473.0186925,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,1163982709.5392818,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,1173298352.4584405,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,1174656298.3909731,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,1178390076.7872629,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,1178744883.8013825,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,1179773964.7371817,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,1180564737.0625329,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,1185827225.5782225,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,1197553748.4341335,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,1205298669.505718,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,1208416562.0464656,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,1213675955.0246279,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,1213675955.0246279,0.1
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,1214580295.2326632,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,1220479330.9771905,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,1225130830.3156075,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,1225789708.881582,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,1229825130.258101,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,1236934846.1580911,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,1236934846.1580911,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,1239456692.1993589,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,1243450051.0786502,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,1247229929.9123976,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,1249096247.7531252,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,1252194672.8600225,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,1253677876.5115409,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,1258254775.5951886,0.1
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,1259768936.178591,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,1269478301.4500315,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,1275760841.2463882,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,1279169830.5250394,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,1284573959.6031895,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,1286128809.0729544,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,1289026994.2636189,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,1296564733.6583993,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,1297536180.1562755,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,1298137999.7605832,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,1316381753.5707631,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,1317545407.0304768,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,1320712853.6152949,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,1321036745.8482389,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,1328429715.5479672,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,1340985595.2719429,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,1343128537.2657561,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,1347936233.3246744,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,1350533810.141181,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1352645379.7218423,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,1354053595.8589344,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,1356961668.6304653,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,1369727977.9027574,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,1373306142.9125476,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,1374835974.3909314,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,1384108633.2373061,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,1384544964.8286691,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,1398806748.6313205,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,1402484664.4861517,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,1406273362.7177083,0.1
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,1406631208.678551,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,1426786041.7072279,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,1429396065.1597607,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,1430728259.5753961,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,1432786752.500453,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,1444036511.9097872,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,1445186968.5467477,0.2
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,1445186968.5467477,0.2
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,1451729315.1766763,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,1456389371.9255807,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,1458306022.448956,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,1459423157.3978283,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,1464717263.6958616,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,1467684727.2874045,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,1470276440.361249,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,1470762779.6532676,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,1471229651.3043909,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,1475624256.3617127,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,1485210197.3972099,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,1493194752.9593949,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,1493749263.0759509,0.1
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,1501285888.1340857,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,1503095297.3952887,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,1504235994.8181436,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,1507021689.2911444,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,1511223521.9326725,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,1513707770.5696793,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,1518163977.3896801,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,1518187937.900197,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,1520701112.0597801,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,1522382944.0582628,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,1522578249.3602107,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,1523432828.1182568,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,1527573023.0920453,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,1543610294.0124247,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,1543610294.0124247,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,1545012223.6825321,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,1546878405.8415923,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,1549222456.3060465,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,1551182377.1997151,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,1553372431.3653667,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,1555504936.8520324,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,1559718218.5780022,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,1561692533.3655717,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,1563777738.4917331,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,1567842914.4678159,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,1569238087.0698888,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,1569561703.2160563,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,1571564592.5012214,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,1571974906.3989873,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,1573573763.9401944,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,1574140059.0928867,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,1575767450.4939504,0.1
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,1577954967.818876,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,1579120456.2142899,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,1585540806.3471642,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,1588512362.3338246,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,1599501186.4773374,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,1600989641.4377639,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,1605511652.7726903,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,1612320205.3708971,0.1
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,1625983196.4869189,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,1631711906.0439122,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,1635210534.9802725,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,1636112661.8996229,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,1637801683.2724605,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,1639073257.5827799,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,1650521485.2836037,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,1657308932.2036166,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,1661193749.2958844,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,1666222448.9098649,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,1669145124.7557096,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,1669324205.7319059,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,1670996281.5369425,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,1675025050.4076755,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,1679332196.0576897,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,1694044409.0730438,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,1697492448.0044799,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,1698666187.0109429,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,1711097346.5113034,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,1714159859.9095738,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,1716136552.745414,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,1720668955.4761276,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,1733000948.6696827,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,1735348300.904789,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,1739660382.1679561,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,1743936868.0819423,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,1746387799.8458412,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,1746548266.7310662,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,1746639161.1963592,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,1751807985.1775482,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,1752680133.2725828,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,1760753120.1534081,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,1763570847.0188627,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,1763689170.7482209,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,1767010542.0313993,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,1767548090.0574741,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,1769530446.6082096,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,1774980772.2367425,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,1775391690.508193,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,1779006933.3684189,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,1781562049.3558974,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,1789038445.1426916,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,1789150756.8206446,0.2
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,1789584385.6472211,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,1795965691.9125342,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,1798378131.6423309,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,1803532380.6652293,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,1814796732.641412,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,1816250381.7903509,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,1816335632.4484997,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,1826079005.083818,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,1827884104.0011072,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,1835790428.4949498,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,1842533683.8478923,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,1843244694.0437336,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,1843611454.2088368,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,1850443044.2115173,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,1855800287.7253089,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,1856086462.6108327,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,1857809082.4503958,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,1858518657.9962816,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,1859966976.3139606,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,1867740243.5066736,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,1869062669.0832834,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,1871680427.3413758,0.1
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,1876261673.981746,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,1881005005.2574134,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,1881561932.2554398,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,1882089331.5041585,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,1883035955.5424595,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,1883758219.7147222,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,1895119078.445369,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,1895504676.6074598,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,1904580134.0978842,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,1905569366.4376462,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,1907966954.0921328,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,1922359263.0466909,0.2
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,1939199296.0944028,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,1940864512.210948,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,1940864512.210948,0.1
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,1948256316.7268429,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,1952564888.7292914,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,1963342803.3660972,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,1964092440.5843165,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,1971757078.3138695,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,1984018640.3652182,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,1986954202.3542595,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,1989724769.2725201,0.1
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,1993371408.5335577,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,1994186934.4838152,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,2015306144.6304839,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,2031739500.8216369,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,2033054854.1876869,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,2033479874.3211327,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,2050235058.2288022,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,2050468586.9667251,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,2053932350.9268281,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,2055205647.3580458,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,2058030891.8358219,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,2061139536.7128813,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,2063410818.5215068,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,2064408949.8616853,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,2065722721.8196774,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,2070219133.6493764,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,2071691166.2883029,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,2072887782.8800554,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,2074767265.1499703,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,2075719673.1259389,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,2077099519.4827466,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,2086502786.8707848,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,2092188665.5417168,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,2097934167.3607979,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,2097974577.1454568,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,2100748940.259696,0.0
