但愿得令公令婆别无异见,2,但愿得令公令婆别无异见，
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,4101511655.9581079,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,4103656405.1600089,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,4153417776.0450993,0.18181818181818182
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,4159531338.2678242,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,4165088915.235455,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,4171716706.9753556,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,4183278577.2141652,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,4187718334.5609002,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,4213582820.1431575,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,4228705820.2732172,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,4237246814.1952348,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,4241323101.0872579,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,4242551243.8376627,0.09090909090909091
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,4255390775.9835396,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,4264178029.3433261,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,4264320273.284039,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,4273663203.9070473,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,4290496556.7125144,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,4295850610.6560316,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,4297616482.7076588,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,4315235950.8172703,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,4328835525.6395445,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,4330043430.8595409,0.09090909090909091
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,4342564140.5565758,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,4346566819.8259621,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,4353835274.5282516,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,4386801178.0462265,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,4406802087.0546904,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,4407201435.4502792,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,4411160055.3613358,0.2727272727272727
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,4411596492.2142725,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,4427366402.2770891,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,4433410560.7223673,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,4441124333.1702013,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,4441458467.967926,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,4446346452.353776,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,4456967862.2171717,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,4463934911.8319702,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,4474026456.61376,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,4476853641.0443316,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,4546882289.0059757,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,4551323013.7049942,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,4555242539.2633333,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,4559431763.4098339,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,4560671227.9503641,0.09090909090909091
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,4570480945.8827829,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,4577910721.1321621,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,4609228533.0605698,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,4648710333.6105433,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,4653410991.9820518,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,4660731152.0573854,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,4680318576.3016052,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,4685513749.5027075,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,4690410343.4489717,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,4703289237.8130093,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,4707495022.7563477,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,4708944640.7669983,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,4713868846.8268461,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,4735559490.8893404,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,4738852211.9897833,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,4738852211.9897833,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,4742951571.8804131,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,4747190111.7569952,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,4747255150.5294371,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,4767702929.5544634,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,4770186935.6926193,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,4780100044.2308254,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,4803902302.6775122,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,4805935157.9664593,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,4812262759.6830835,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,4817440959.8739338,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,4823673380.9133663,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,4826328373.7281866,0.09090909090909091
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,4833553586.5426893,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,4839385335.3235188,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,4851825592.003891,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,4851825592.003891,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,4861610514.1732206,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,4875186914.2663488,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,4883155158.9045925,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,4887500519.1656675,0.09090909090909091
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,4901762130.1359777,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,4912910985.4808941,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,4915597019.9782887,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,4955636089.3292122,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,4991518422.9563856,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,4999581139.8801956,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,5003652680.93295,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,5005737796.3619833,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,5017789517.210741,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,5027359730.3570414,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,5039757223.679162,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,5040339744.1098652,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,5040386008.3556738,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,5047671967.0231161,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,5056834784.3138771,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,5069483963.4450541,0.09090909090909091
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,5077395326.275444,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,5087867353.6196318,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,5092656910.4493885,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,5100403228.1068316,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,5103743853.8364935,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,5112110144.2924128,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,5125177382.062376,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,5154284967.056282,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,5163346629.9190502,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,5164105431.4765701,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,5167932739.7944012,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,5176479497.7850685,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,5188961205.6550112,0.09090909090909091
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,5190423718.3529472,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,5203970018.9320269,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,5204193390.8882351,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,5235718011.5293455,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,5246636231.9497328,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,5246636231.9497328,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,5275561846.5186424,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,5276276023.0483627,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,5277220246.8018694,0.09090909090909091
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,5281773490.416564,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,5294460449.8058319,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,5319363041.2216663,0.09090909090909091
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,5332072748.9182463,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,5349155695.3645277,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,5360598711.2330065,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,5405575530.6846924,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,5406225245.9793816,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,5420854898.3989544,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,5509294457.3824711,0.09090909090909091
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,5528445325.9658041,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,5581357443.8438749,0.09090909090909091
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,5588455462.2307711,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,5602532221.242918,0.09090909090909091
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,5614205158.1428518,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,5631212855.6037073,0.09090909090909091
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,5645561319.5992413,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,5657733734.4065189,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,5700614542.5547724,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,5707717447.950017,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,5752656733.3367834,0.09090909090909091
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,5763435082.1963005,0.09090909090909091
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,5787052550.0585423,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,5813636766.9395781,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,5832617946.9304886,0.09090909090909091
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,5833212061.2575073,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,5865871203.270566,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,5874829099.0020027,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,5880366086.6986103,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,5885576776.6941366,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,5897197589.5485029,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,5961342509.8432894,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,5968961472.048377,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,5987790283.5701628,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,5987790283.5701628,0.09090909090909091
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,6006096510.1210976,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,6144708017.4601202,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,6152374725.3838377,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,6181013838.3714895,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,6196115721.992177,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,6198046108.4723549,0.2727272727272727
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,6209801073.3113852,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,6293372078.5077734,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,6324786759.0251112,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,6357618732.7024717,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,6393734332.0261049,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,6441283805.9896011,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,6475366722.7916403,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,6476507638.0304508,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,6482632427.3648872,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,6519852347.6189718,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,6532270426.2645779,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,6534204361.5480671,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,6541789251.3885965,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,6543136261.9420261,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,6571929025.978797,0.09090909090909091
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,6596977326.5917616,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,6623652675.4102554,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,6679812604.9835091,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,6689110139.7094145,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,6736619026.7586422,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,6747078541.5407381,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,6767794318.9094849,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,6793213241.939784,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,6793213241.939784,0.18181818181818182
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,6809238415.1955585,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,6826064738.46556,0.09090909090909091
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,6850419195.7128782,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,6923799395.6753235,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,7015492218.3556499,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,7016080590.5898657,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,7116440193.2069044,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,7214862469.9526234,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,7374582307.6498747,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,7396736971.8317928,0.18181818181818182
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,7531603810.6304846,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,7877753165.8800373,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,8078569464.4796324,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,8201183443.7097759,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,8228642089.3051643,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,8330251055.8803692,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,8803675269.1877975,0.09090909090909091
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,8813228798.7200718,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,9909045139.5111408,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,10180627123.054064,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,11706447362.793625,0.0
