叫张生隐藏在棋盘之下,13,叫张生隐藏在棋盘之下，
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,1233387432.6339684,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,1244919653.8724449,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,1246310404.0552745,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,1249183285.9337764,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1251237152.9544001,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,1263822918.1051328,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,1276970150.0329146,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,1278200974.7352428,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,1284629433.0693543,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,1291808481.8318048,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,1307145905.7940013,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,1312322733.6874647,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,1312400890.4015975,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,1312605236.560128,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,1312652820.3917112,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,1319602702.1339684,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,1326213190.7541242,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,1330038236.8920157,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1331799239.7527518,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,1342153857.3179941,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,1342787947.233408,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,1345875247.3433104,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,1345991615.7637126,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,1350093845.4513261,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,1368872425.9546783,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,1372844587.0325522,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,1374742946.295794,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,1377570518.9761407,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,1378598854.4612002,0.1
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,1381068600.3321433,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,1381318279.4974227,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,1382099065.2892513,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,1391115001.8965805,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,1391922905.7257769,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,1397256725.4853113,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,1399337813.4724884,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,1404079229.8190434,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,1417839461.9596052,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,1418968778.6788845,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,1426233124.3685913,0.1
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,1433421396.2728601,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,1437981094.8804915,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,1444584372.2462111,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,1448037248.4924567,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1448449619.4398046,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,1448449619.4398046,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,1453431410.0019648,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,1456044197.2368424,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,1470132876.9732158,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,1478408844.9591098,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,1481689523.614512,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,1481694027.7050271,0.1
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,1483938209.2301927,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,1485189816.3020773,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,1486586568.2509921,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,1489881624.0134864,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,1490046546.7521706,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,1501354441.9801123,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,1508312620.7711658,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,1508312620.7711658,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,1512920720.7077389,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,1516620237.8442075,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,1521773546.3167903,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,1524934701.2111244,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,1533073023.5071421,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,1537037962.5870972,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,1548253307.7516501,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,1549755017.1824796,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,1550362371.4817517,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,1572220350.9851925,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,1580597267.5166712,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,1594454264.6024222,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,1594962125.9133673,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,1597121359.0881252,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,1601001779.9345171,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,1618463590.0324047,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,1618563351.2203059,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,1618889119.351495,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,1628503851.6819606,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,1628697276.0030317,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,1632765507.6102974,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,1635115951.9878919,0.1
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,1635496147.1036818,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,1643728772.4855568,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,1655354035.4007778,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,1657468992.010335,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,1669157029.2252188,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,1685229981.264473,0.1
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,1686200111.7125051,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,1694499418.3595886,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,1701857044.3493347,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,1704094097.7928755,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,1705060369.1521933,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,1707681055.6256313,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,1715661328.4471343,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,1720937826.4225225,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,1724128023.4725232,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,1732819664.1500733,0.1
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,1735437759.5856116,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,1736471818.7566004,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,1743565318.095494,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,1744037470.1643176,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,1747194267.9706955,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,1747455525.6051559,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,1747588690.1438873,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,1749375779.3452637,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,1749375779.3452637,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,1750561577.2272184,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,1762633317.1981864,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,1764335288.3436017,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,1768101574.9064634,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,1768397898.2261283,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,1775687246.1181402,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,1778550968.678045,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,1783045157.5244246,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,1794460831.1325519,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,1798435251.7202039,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,1801790810.4213667,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,1804274173.5870502,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,1809209306.3924828,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,1821421695.4492202,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,1822142452.9113536,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,1822229433.5297709,0.1
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,1832239747.2137625,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1833832677.2718806,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,1834656257.1525388,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,1835950441.8802578,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,1836055957.6104515,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,1837192834.4977067,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,1838500016.3432279,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,1842663594.5345104,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,1849885931.0586624,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,1856870502.7753904,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,1858761763.181124,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,1858761763.181124,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,1859639383.7889347,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,1864273549.3684766,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,1874734818.3960345,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,1876951517.9630125,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,1881081128.7415149,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,1885730505.7603664,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,1896777792.5902488,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,1902098312.10026,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,1904803717.2539723,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,1907947718.5910301,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,1908585735.3553817,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,1911904435.1470211,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,1913987864.7425883,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,1914121253.3033013,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,1915810138.269558,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,1916712954.8332138,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,1935088730.5280457,0.3
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,1941088173.9019833,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,1941841579.1773956,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,1946001454.6314654,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,1947566063.1295209,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,1947781051.3818946,0.1
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,1952967568.5646448,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,1954382395.099709,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,1956067016.6070757,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,1963807923.3717914,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,1966302666.5624056,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,1973695470.2468238,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,1974533810.817579,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,1975999773.2486212,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,1982644451.8291097,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,1988213065.8956831,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,1992468027.4754136,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,1994412533.7033808,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,1994626349.9071426,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,1994626349.9071426,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,2004948761.1043518,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,2012264977.8699322,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,2017619926.9092493,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,2021870158.1592546,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,2028178509.2755697,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,2044551363.8264666,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,2044802855.4621322,0.1
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,2047795109.1052823,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,2048244363.3904316,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,2056968567.0752709,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,2056968567.0752709,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,2057212206.9450052,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,2061113847.5710306,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,2061921120.3033986,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,2064194086.0922434,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,2066571945.8846693,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,2068484020.8196061,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,2070512253.8688672,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,2085596187.8429093,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,2088228683.1722786,0.1
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,2095485920.4835517,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,2098161779.285289,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,2098502973.588371,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,2110354482.7964351,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,2113334356.3598149,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,2120564581.5966766,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,2122653130.5503745,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,2129366708.6236789,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,2132643901.1495266,0.1
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,2137944151.5019021,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,2139659014.9353895,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,2145411373.5116196,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,2157562574.803319,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,2157562574.803319,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,2167399579.285368,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,2172449871.316328,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,2177220206.1316023,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,2177998096.849606,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,2180445206.7058949,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,2184462357.9316339,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,2186427936.0498176,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,2189959152.1776905,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,2192795248.3742595,0.1
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,2192936608.1614327,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,2195155685.1969051,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,2198301828.0828199,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,2208557319.8286662,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,2210376669.0889425,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,2213774266.2785521,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,2219400645.9764013,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,2223328014.5653405,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,2224233277.6849461,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,2229061348.0395355,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,2230100198.6507177,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,2235473858.517374,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,2235473858.517374,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,2240135675.1761456,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,2253356651.9253311,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,2256675141.0438824,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,2257310875.3424478,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,2269462345.8680573,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,2270577015.5933499,0.1
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,2275653077.0082612,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,2284948358.4667459,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,2288288565.0396795,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,2298188164.128685,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,2303642927.1647439,0.2
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,2308139437.0074291,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,2319784806.3124928,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,2321193402.462317,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,2329691866.7374563,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,2336105096.2102275,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,2356023263.8610792,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,2360324818.9002552,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,2363521212.9211679,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,2366880187.5346169,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,2372697380.9569278,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,2375006374.5181866,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,2378233348.9942756,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,2379830953.7267289,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,2381449377.605588,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,2383523378.8908796,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,2405543613.7708392,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,2410344144.831852,0.0
