敌血飞溅石榴裙,0,敌血飞溅石榴裙。
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,146621199.32194832,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,147644795.66720486,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,147821243.03173909,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,148695664.67864856,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,150774029.00121975,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,150843162.57027334,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,151112953.75730926,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,151537512.95935059,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,152876235.50788817,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,155232968.05658001,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,155423141.29999197,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,155619995.0756321,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,156248444.09989199,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,156405263.6684033,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,156848299.90047744,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,157462967.3839604,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,158157649.46395713,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,158207947.38186952,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,158438034.74715355,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,158489388.42875975,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,161020666.85877031,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,162311311.03903612,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,162357248.90034133,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,162789812.79115137,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,163708939.97367692,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,164981484.05067053,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,167417535.52657831,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,169461228.60823321,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,170076286.5556123,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,171317248.42588505,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,171450337.02255949,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,171686042.05230734,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,172848126.56388083,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,172858231.50575793,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,173355170.07757252,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,173944562.36391366,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,174162574.60748586,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,174327823.29851049,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,175214537.94583797,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,176080065.18977812,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,176260295.54078704,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,176299230.06485778,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,177007465.51597989,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,177322929.98722333,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,177805609.76195663,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,178026958.06879398,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,178289522.25955576,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,179377673.32787058,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,182775621.78473419,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,183881602.92526895,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,185285437.66318867,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,186247435.78813601,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,186566834.1126214,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,188191607.28446126,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,188337481.79513964,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,188543521.69478571,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,189284209.68898207,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,190246800.53191447,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,191491646.54395011,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,192376969.48444131,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,193015912.97576216,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,193485585.12471512,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,195660811.72838235,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,197076399.00489107,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,197995944.90768719,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,199664954.81272483,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,200749836.83190054,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,201263445.54122013,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,201845252.98330143,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,202428767.5491389,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,203441141.58887109,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,203741744.4394905,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,205366819.50509697,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,205523730.89677683,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,205523730.89677683,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,207668773.36987329,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,207958613.59111086,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,208833988.25974959,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,209084117.82768852,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,210367520.63631648,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,211599167.92130804,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,212010171.8445946,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,212219489.8101728,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,212845680.92211515,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,215311499.24653968,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,220034759.49906045,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,224008048.78319886,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,224195905.62528214,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,228416928.43872467,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,229384311.6066359,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,230676976.72868598,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,232527992.8742449,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,234888882.79052216,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,234934511.55972168,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,237315755.06263682,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,237737813.26900318,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,238555186.85745114,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,239328196.35600621,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,240639431.02536166,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,242690586.14242837,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,243287909.31404015,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,243655479.15184367,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,245517017.18507153,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,245648770.67870921,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,247677792.7188116,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,249806820.60252702,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,250098352.27584043,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,250264239.6316222,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,250354186.96268818,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,252134175.74979645,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,252468746.79336342,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,254956145.56162897,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,260509296.19454849,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,271018423.16335583,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,272060602.00511628,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,280712895.02679813,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,281400633.05249584,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,285007942.64181632,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,287861740.59868884,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,287861740.59868884,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,294035135.37006903,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,297556232.7827695,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,300387245.68416381,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,301262101.09499085,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,302360918.3819592,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,302475306.55186594,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,303217377.12280196,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,304704131.49401826,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,310348482.37406242,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,311786538.52578211,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,314879559.21103585,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,316834031.61796689,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,316834031.61796689,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,320547943.67428076,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,326926390.10129547,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,334091698.49571407,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,336282093.93661857,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,378511720.60901171,0.0
