听号令且莫要惊动了她,0,听号令且莫要惊动了她。
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,1112174730.3564749,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,1121193859.4193587,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,1127008535.2028821,0.1
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,1128952731.788063,0.1
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,1130848508.1965873,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,1132258504.656502,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,1140002420.9505939,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,1142624560.0613623,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,1145567381.8293202,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,1146215071.1375904,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,1146810736.2499032,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,1150622616.0083144,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,1155118420.971602,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,1165051880.4269271,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,1169071426.9676595,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,1171815397.2757597,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,1171815397.2757597,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,1175251414.7692306,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,1180171285.6057196,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,1182030276.5247986,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,1183784894.491138,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,1183805614.5952775,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,1201789897.5083859,0.1
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,1206686812.8710065,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,1218452671.2754939,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,1223037743.319797,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,1228671048.2425852,0.1
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,1230432282.62958,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,1236566470.5740144,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,1257728023.2872522,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,1257901553.4916365,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,1263084476.4362023,0.1
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,1273190964.7534847,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,1276207401.0022919,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,1276707380.0230093,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,1278611805.6732287,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,1287977558.0865276,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,1288279426.6957419,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,1288831341.7978122,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,1292994603.3309946,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,1297610626.7214444,0.1
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,1304445081.8464115,0.1
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,1313154283.7796376,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,1317240840.6951513,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,1322250025.0822587,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,1325550929.1856394,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,1332399023.3519499,0.1
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,1332626447.7184896,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,1339888452.7314713,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,1339897477.8393681,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,1341614428.2175241,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,1345886863.3902142,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,1359059685.2774425,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,1363592521.6740484,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,1366992969.282958,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,1370055943.5940697,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,1373865526.8201075,0.1
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,1374724278.9067879,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,1375706974.1875136,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,1378081852.9701827,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,1394875617.0452285,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,1409060137.8907933,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,1409973561.4406493,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,1410601922.8870382,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,1410653767.9583094,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,1410722898.5070074,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,1415819354.97948,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,1417021285.9725785,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,1417065862.7651877,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,1431690181.200779,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,1436979866.5820813,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,1437041134.8533754,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,1443918909.5174518,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,1444350520.9679694,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,1448111643.9346595,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,1459954838.7008181,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,1462581784.9852228,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,1462910598.7144239,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,1475657692.3282261,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,1485224528.7695384,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,1489809414.9105601,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,1496565882.4516125,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,1497299475.8934419,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,1501791663.6548476,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,1503799108.4916425,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,1509588422.4861951,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,1552772090.8920119,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,1567281553.2630889,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,1570007835.7075686,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,1572490887.945015,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,1582501522.3417993,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,1593298651.99371,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,1595371136.2771099,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,1595965965.830101,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,1602038363.5833094,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,1602090152.9917364,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,1615840399.6967249,0.2
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,1618041007.6463199,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,1618896787.9513495,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,1620205035.5787878,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,1634553220.7407315,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,1634564625.6020987,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,1636406720.109468,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,1639796784.290848,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,1639965839.5100574,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,1652781163.4044452,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,1654423773.7690461,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,1654431945.42048,0.1
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,1655010417.5547059,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,1657808649.9730315,0.1
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,1662028588.5295868,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,1669206379.1040115,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,1680450353.7678194,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,1689194239.5938826,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,1691147353.4179173,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,1691994697.2271698,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,1696623402.77773,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,1700857841.2186701,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,1701285373.2287405,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,1702281653.0906594,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,1720792520.9877923,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,1721429264.2205613,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1721756143.140394,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,1725625099.1186504,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,1728565992.995086,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,1731774521.6895821,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,1739071788.6686416,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,1749600301.2196455,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,1750277834.3804111,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,1750441173.2267742,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,1772192721.3465152,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,1773617893.2647946,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,1779346046.5400288,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,1780407174.778944,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,1791803311.3801029,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,1799456237.4888325,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,1801302898.9501975,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,1803463215.876487,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,1804167102.2458138,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,1806185010.9142804,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,1808442652.4441855,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,1810637510.8579235,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,1816794880.5200453,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,1821458307.2726908,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,1842819630.5752554,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,1843084438.8508699,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,1851112842.4701762,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,1859125541.5075295,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,1860080028.6733305,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,1860855306.7607467,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,1868906278.1045244,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,1871053517.4491277,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,1877649132.3911273,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,1880924698.7566478,0.1
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,1883428373.5495994,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,1907523510.614728,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,1923970515.3306012,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,1924143853.2258937,0.1
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,1926742666.4164982,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,1948809132.884145,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,1967696715.5086553,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,1972811015.321511,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,1982803386.8529317,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,1984849537.8518834,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,1986164160.6671786,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,1986164160.6671786,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,1991229760.0070899,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,1992835739.8797247,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,1999023849.2404926,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,2002122801.3206017,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,2007630712.1375067,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,2012845158.1001554,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,2021794047.5580053,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,2022722926.8060319,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,2023494095.9551105,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,2026380203.1837292,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,2028214476.3514273,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,2031276652.5078328,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,2035289239.0264904,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,2036936874.3852248,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,2046004996.7186046,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,2050705551.3214366,0.2
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,2050705551.3214366,0.2
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,2052608889.3558288,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,2066112829.2279999,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,2070959838.8103192,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,2080097920.324374,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,2087262227.9805839,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,2093734324.0628929,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,2094098925.8079922,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,2094210292.2828815,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,2094488502.1118059,0.1
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,2131977686.0123594,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,2132989367.1256313,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,2150698588.8278399,0.1
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,2151718403.1457224,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,2158900180.8025751,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,2162283910.8644552,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,2167007338.5790119,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,2171957395.7402396,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,2176693015.1389012,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,2198562919.1462765,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,2200401640.7151585,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,2209403369.5641289,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,2242556623.4912744,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,2243902824.1314449,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,2249081440.5724368,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,2249181839.5814323,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,2260454116.9016042,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,2268844195.1453166,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,2271798195.4090829,0.2
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,2274089613.0079422,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,2275571440.7550316,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,2277056129.0707126,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,2277387747.9695039,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,2298792143.4143214,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,2312146792.5889168,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,2321022483.1909175,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,2323896973.3039746,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,2331365985.0960999,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,2336952103.6159682,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,2339953120.3953972,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,2346005717.6463861,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,2346904222.1062551,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,2350077803.943224,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,2354506519.7080622,0.1
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,2357193658.9805675,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,2357204575.5459218,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,2368813793.2771578,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,2378879048.6230168,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,2379321827.5286427,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,2380715561.0686312,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,2390129792.2986231,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,2394302694.2600999,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,2406430407.9529243,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,2418744263.058454,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,2431285827.5168495,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,2433170176.2906914,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,2438451774.3985586,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,2448682691.9386086,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,2450398699.0684214,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,2453850499.3440957,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,2455238696.4343381,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,2459480167.6187725,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,2468028982.684144,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,2472829375.7143822,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,2473037309.694509,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,2481944131.2685962,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,2482112813.2451963,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,2486531850.1119714,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,2490094053.7152538,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,2495935389.7404699,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,2501138542.9018664,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,2530433719.0984511,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,2532370939.6294208,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,2533193250.0583997,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,2536043099.8603349,0.0
