不知道他与我是否一般,19,不知道他与我是否一般。
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,2993095376.8563771,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,2998617579.2438116,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,3020668664.796566,0.1
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,3033134954.7291026,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,3051525130.2344928,0.1
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,3099307000.8517032,0.1
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,3105900684.7737813,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,3115013886.1619449,0.1
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,3117800585.1293578,0.1
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,3130604549.0352407,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,3130794317.2466192,0.1
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,3142553955.1486225,0.2
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,3155996955.0683556,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,3164241527.2935038,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,3178773255.0010061,0.1
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,3190873568.1424847,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,3210709797.0096192,0.1
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,3211180988.693152,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,3212958127.0506058,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,3214129697.858243,0.1
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,3222586051.9801221,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,3228833860.8213191,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,3232140751.1417532,0.2
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,3234110213.7736483,0.1
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,3238073708.0390034,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,3252175399.136344,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,3264928049.5321736,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,3266595969.5058751,0.1
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,3266898299.2479649,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,3285042837.7373705,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,3294362250.0364118,0.1
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,3297661490.4517236,0.2
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,3302583142.5434656,0.2
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,3305675686.5397139,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,3313327171.2199931,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,3317227772.7418857,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,3325332077.4813218,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,3328092112.4938774,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,3330777973.462235,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,3338515009.3335452,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,3340621950.1985002,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,3340903405.7440705,0.2
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,3344332805.6849446,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,3352400647.734015,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,3353451568.6837211,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,3353612369.574337,0.2
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,3378168517.6791592,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,3400695409.7574348,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,3411443710.6050086,0.2
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,3417880811.8854833,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,3421271153.2162328,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,3424441022.057374,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,3430891904.0525937,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,3433121852.0541015,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,3437683924.6975904,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,3441740762.8840375,0.2
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,3441740762.8840375,0.2
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,3473956832.750123,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,3473956832.750123,0.1
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,3480152527.9225912,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,3480298590.7929091,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,3496274317.8848953,0.2
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,3511743327.592154,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,3516205238.3721881,0.1
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,3516405159.2398458,0.2
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,3536963016.3622336,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,3541413422.525074,0.1
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,3543174768.72363,0.2
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,3544848409.5925078,0.2
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,3544848409.5925078,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,3548498708.699502,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,3553080438.4984522,0.1
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,3556928652.2368965,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,3568456098.3717585,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,3574384833.218792,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,3574510886.3941021,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,3588995103.4209185,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,3590119401.3447332,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,3593813217.5628986,0.1
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,3607418173.5728326,0.3
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,3609775449.9773784,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,3615855041.4909415,0.1
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,3627874228.9984703,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,3632395743.4068418,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,3632542940.1581368,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,3656594724.2259684,0.2
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,3658713270.5822315,0.1
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,3663045695.0313773,0.1
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,3664121119.1520824,0.2
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,3664246986.0514565,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,3665134003.3696408,0.2
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,3669973830.2848043,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,3675147860.288579,0.1
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,3680734439.0529823,0.1
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,3682176727.4383612,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,3686321724.2327166,0.1
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,3691202540.5699973,0.1
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,3695804935.9169679,0.1
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,3697936075.1502409,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,3700897090.2688932,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,3703189275.1791244,0.2
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,3704396435.2980256,0.1
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,3707794317.6463785,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,3710196089.9150958,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,3710728128.8045893,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,3713013828.7933254,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,3713568370.3093877,0.1
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,3713706526.6505103,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,3716771407.6784863,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,3735969443.7278051,0.2
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,3736629965.3986244,0.1
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,3739095577.7194266,0.2
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,3757630449.8112516,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,3759032383.5974851,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,3759134677.1190295,0.2
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,3759307305.8419399,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,3763674029.6527267,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,3765266012.851944,0.1
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,3776471023.1217804,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,3776488870.3708315,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,3783388998.9109025,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,3790297072.6587014,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,3790622243.7662201,0.2
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,3794974783.393311,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,3795531183.721971,0.2
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,3807229063.5334954,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,3812556602.9403553,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,3829375131.0923538,0.2
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,3834315423.2617488,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,3854259193.5178089,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,3855252717.0633636,0.1
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,3862254634.3176365,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,3863999221.2214861,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,3873041500.4921036,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,3875392140.3311992,0.1
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,3876825789.1850228,0.1
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,3877251375.969285,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,3894306976.0033493,0.2
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,3895629606.3014932,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,3898747764.0709081,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,3907512733.7519016,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,3909362269.2216034,0.1
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,3934310405.7541957,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,3937118005.5891995,0.1
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,3945921996.2102966,0.2
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,3957356146.1882839,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,3958374919.8474512,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,3961636663.1449566,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,3962194961.7439799,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,3970819682.8492594,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,3973152611.5420861,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,3980258840.5065465,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,3980302243.2646184,0.1
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,3986528593.2390385,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,3986715235.4362483,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,3989200023.1305227,0.1
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,3992172676.2742176,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,3993997203.1341734,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,3995483945.6304059,0.2
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,3997507113.2475085,0.2
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,3997753238.6937723,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,3998508714.9296546,0.2
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,4002178167.6419373,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,4003169533.6948538,0.1
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,4010123147.04496,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,4012130796.0654707,0.1
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,4023144902.1521506,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,4023327621.7045679,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,4028853377.4775009,0.1
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,4029370529.2656856,0.1
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,4030356526.3750167,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,4031677658.0037513,0.1
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,4034082593.7593498,0.2
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,4051098687.1469932,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,4062275255.6770806,0.1
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,4069059068.8617101,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,4070046973.6988606,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,4070375733.9861498,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,4079696935.828979,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,4082459044.3491306,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,4087132057.8701925,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,4092527549.9217482,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,4093124573.1700945,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,4096454304.7937016,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,4100977015.4331732,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,4101171441.8373346,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,4102722849.4058642,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,4108093561.870863,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,4112894403.7590251,0.1
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,4113505764.2032671,0.2
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,4114554132.1248837,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,4117115208.9311438,0.1
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,4119843520.1362338,0.1
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,4130116160.8954058,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,4132940771.0769033,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,4147354739.9344683,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,4151650645.6630964,0.1
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,4157735819.6933384,0.1
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,4158009608.429143,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,4171209442.535728,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,4174535378.295629,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,4176555015.0886755,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,4177680509.9343023,0.2
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,4179436741.225884,0.1
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,4182204960.7709365,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,4189394236.8687382,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,4195391236.5444632,0.1
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,4201677311.6486473,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,4203604725.3759713,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,4204431663.3375463,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,4207950690.8268628,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,4207950690.8268628,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,4208762534.8326421,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,4213916816.9777789,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,4224780299.0568933,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,4227957172.9512501,0.2
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,4229129592.800786,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,4230365578.4379144,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,4234173742.1807451,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,4235387711.5965714,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,4236492522.645546,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,4237891854.4620667,0.1
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,4243268907.5866508,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,4251289626.2976999,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,4251657229.6628213,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,4252442494.6671391,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,4254501368.3792295,0.1
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,4259608432.9127212,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,4268611048.1048846,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,4269004411.2684989,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,4275604669.4156914,0.1
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,4279102731.9514165,0.1
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,4281346874.2915678,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,4283996846.3718534,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,4285715596.158638,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,4293171861.8854556,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,4296271418.0338707,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,4308573652.6643162,0.1
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,4319929201.3905926,0.3
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,4322526567.9117222,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,4331555246.7532959,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,4338941766.8934822,0.2
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,4368324794.5500498,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,4370232108.6015673,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,4371325328.6760006,0.1
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,4374961703.5246429,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,4380079688.6287622,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,4380079688.6287622,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,4382771679.4338779,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,4392126358.4135866,0.1
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,4393863916.551755,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,4395500309.7543068,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,4406054658.4810972,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,4409435738.7246466,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,4415542655.5350637,0.0
