春秋亭外风雨暴,1,春秋亭外风雨暴，
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,6207705612.241539,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,6207804700.9070883,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,6233152705.5721397,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,6234324169.7593594,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,6239945735.7813473,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,6266751433.6669512,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,6291349748.3910904,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,6295174638.3822947,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,6314575765.4254255,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,6317132557.6428604,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,6322793217.3750944,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,6345864752.7874565,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,6392270393.8611059,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,6406007432.8073463,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,6408265124.9105005,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,6435341843.5889111,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,6440804796.4290705,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,6454231754.1048212,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,6454231754.1048212,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,6459718029.0855799,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,6472711833.933548,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,6499495725.0757465,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,6503157850.238101,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,6528045986.9309635,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,6542778644.7375641,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,6553491312.1041441,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,6562529894.9647036,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,6640376309.1317034,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,6645229566.623168,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,6666845829.085804,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,6680943646.2603893,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,6692270118.9709435,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,6698115435.5972424,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,6703701219.5635757,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,6731461029.3549337,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,6735852084.0862179,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,6773546860.643466,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,6779385254.5335245,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,6793596063.1543236,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,6797632423.6476192,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,6799496720.7218227,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,6849046310.1333246,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,6890703513.5368853,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,6902846567.2173767,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,6987998301.2504539,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,6989539879.8169594,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,6993830005.1411695,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,7027137241.2152052,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,7167675972.2181454,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,7192656864.3908405,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,7197547230.141921,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,7208908274.1503201,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,7215294922.9821844,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,7252214327.6474848,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,7259659261.9249563,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,7268078083.2502651,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,7273539425.074585,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,7322227113.7664185,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,7354932038.5640717,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,7370651541.5722094,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,7394769977.4537764,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,7493830028.9016905,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,7579668794.4129868,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,7610585520.6134405,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,7615614634.4541063,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,7684432058.1791887,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,7789006078.0455303,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,7789056311.3255253,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,7871878740.7939091,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,7884071500.8570738,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,7886854496.6764107,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,7943445118.529048,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,7950745103.8679562,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,8042374660.0099459,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,8060710307.274312,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,8117487964.5846853,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,8185747880.1199265,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,8185747880.1199265,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,8383735626.5070877,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,8477676213.2645693,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,8525011005.0958652,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,8580377024.7792492,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,8589706533.0948076,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,8604121131.7927055,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,8655201300.0517445,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,8788502228.7033329,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,8792764603.465044,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,8829371803.7331047,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,8856623548.6088829,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,8898861365.753252,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,8898861365.753252,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,9089965935.0617046,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,9101749638.1778927,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,9145124272.1852627,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,9152164177.8254623,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,9220094655.846838,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,9259351388.1482315,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,9286352512.7005711,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,9393676383.610342,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,9489076002.5383034,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,9524517183.4515915,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,9541064278.6374168,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,9561463134.8014812,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,9572974830.5898323,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,9666088271.9864807,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,9751024774.1401672,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,9812521055.2182503,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,9840391235.9550858,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,9867151967.5396996,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,9874874888.2852192,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,10155051173.675474,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,10169241066.293438,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,10284649644.840782,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,10302291733.508032,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,10341509837.230663,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,10350033429.93515,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,10382347886.299282,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,10461336987.683361,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,10461336987.683361,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,10487021283.034853,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,10628472331.009281,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,10724871282.436947,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,10818551620.102537,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,10882355256.253544,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,10883014351.905121,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,10960265251.039314,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,10965038692.983292,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,11137568443.860319,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,11170286762.385151,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,11322400718.230448,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,11426388213.264664,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,11530010043.926788,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,11867574961.135904,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,11924159873.911015,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,12013353732.988485,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,12014193255.960768,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,12204363051.231899,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,12280427148.247236,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,12352879020.048992,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,12549476656.076729,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,12785594020.814749,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,12804955160.662754,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,12902166560.561516,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,12991635314.82189,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,13027568432.632607,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,13368261421.105547,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,14603850692.244587,0.0
