这桩事闷得我柔肠百转,0,这桩事闷得我柔肠百转，
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,21160708.508469611,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,21163284.902229775,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,21174909.842856973,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,21181479.746925049,0.1
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,21213662.648259033,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,21218601.625831895,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,21227727.389480751,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,21305751.06232081,0.1
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,21384639.753751349,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,21399403.0286824,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,21399403.0286824,0.1
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,21407664.234425735,0.1
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,21429162.31991446,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,21447516.85341379,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,21451028.139887504,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,21466080.110144235,0.1
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,21495335.363856509,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,21503027.885645702,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,21570912.917871211,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,21576612.84657276,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,21588064.071214311,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,21597157.854781359,0.1
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,21615532.023138694,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,21619844.420862053,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,21637074.359605446,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,21670710.32600392,0.1
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,21681152.913449313,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,21704859.597641204,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,21707382.517443165,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,21724941.735695194,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,21737236.127165727,0.1
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,21773373.01055719,0.1
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,21793577.967618097,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,21845103.746963382,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,21845988.117970224,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,21902021.301511887,0.1
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,21933693.969549656,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,21964483.44509219,0.1
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,21985338.57686967,0.1
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,21990050.015793074,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,21998406.154436845,0.1
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,22045165.293281589,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,22073698.233297601,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,22161480.876908708,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,22277130.758996937,0.1
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,22323177.817290355,0.1
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,22325822.999402877,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,22376085.414815444,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,22385933.838934038,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,22396482.149141174,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,22408000.287369162,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,22417164.124493804,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,22522214.311867174,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,22529303.278736975,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,22566469.598412152,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,22594251.42200201,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,22603670.375744276,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,22630311.273110878,0.1
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,22644900.679149315,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,22662160.275933269,0.1
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,22685834.557731345,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,22721899.344152376,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,22735818.753277846,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,22736116.96641,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,22757059.985130675,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,22832529.781083144,0.2
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,22836894.379094411,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,22886688.088488936,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,23019201.920282941,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,23019653.95087143,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,23058566.370493647,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,23089356.474535335,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,23106325.888899036,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,23106437.86691761,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,23197578.010058783,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,23204876.05799884,0.1
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,23255917.089182504,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,23257549.352429062,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,23267669.5306563,0.1
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,23295426.256380856,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,23324816.284260552,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,23331311.008207742,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,23340457.464185018,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,23342619.740668621,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,23385953.884624325,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,23451427.059635069,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,23475490.029574454,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,23501454.230067775,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,23540135.461153187,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,23597827.130745508,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,23647723.76486814,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,23720130.439325452,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,23729375.758427396,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,23729923.168303572,0.1
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,23734811.513286185,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,23758580.973673798,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,23758827.048485667,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,23810755.461642712,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,23875532.877177186,0.1
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,23894847.549879134,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,23905634.822406881,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,23954992.557769809,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,23984854.773425922,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,24039311.270019196,0.1
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,24054660.955854289,0.1
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,24054660.955854289,0.1
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,24065203.02957955,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,24072694.648596507,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,24080352.613437884,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,24084784.581743143,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,24127867.590745807,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,24128887.631209556,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,24166489.754698511,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,24173738.40412477,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,24179572.266200501,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,24192310.542237297,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,24206887.149920844,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,24220344.276964571,0.2
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,24258687.282298047,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,24320217.205720268,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,24324655.601518661,0.1
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,24346147.707928907,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,24414174.179291885,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,24467367.97079793,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,24485706.414138969,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,24512469.789371379,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,24570866.155587524,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,24587107.127426196,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,24627880.019077942,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,24629732.575676277,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,24644882.568195291,0.1
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,24649668.237481229,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,24653476.457844332,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,24747005.318833459,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,24751582.750485089,0.1
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,24799046.644862026,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,24870387.017434735,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,24909159.742963921,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,24948657.768746622,0.2
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,24953123.717359498,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,24958409.457781002,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,24987274.17414476,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,25110537.896889772,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,25171713.578135397,0.1
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,25172018.322449811,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,25351826.560399242,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,25359597.866923548,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,25424847.726700637,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,25467481.207203537,0.1
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,25472046.626501199,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,25504750.26035488,0.1
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,25512944.87261986,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,25529390.282446343,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,25598132.80755572,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,25669517.706394058,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,25704773.720492512,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,25743336.312124349,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,25783147.474582475,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,25821649.931114193,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,25823185.872812316,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,25896610.835749302,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,25898340.242063168,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,26016047.007013485,0.1
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,26074148.025722135,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,26084978.434488188,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,26094951.021966472,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,26107851.995467588,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,26202658.279147711,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,26202658.279147711,0.1
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,26251722.846658316,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,26271474.144013606,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,26273784.926229935,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,26329987.823287938,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,26330639.226040471,0.1
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,26347456.572087437,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,26352390.143112082,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,26506091.320100185,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,26522957.829508945,0.1
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,26523201.500497486,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,26634520.773320835,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,26682009.966740068,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,26695463.269523576,0.1
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,26698890.923404776,0.1
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,26699110.057451978,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,26812406.337449938,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,26845219.789738569,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,26919889.014088783,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,26941213.4331185,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,27034744.010807198,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,27069453.522833459,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,27172155.308935381,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,27187518.800708722,0.3
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,27202386.653748963,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,27233549.984721646,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,27305197.525725327,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,27376929.041989788,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,27424471.604476761,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,27458978.172154121,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,27471127.006327,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,27488160.457149822,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,27499108.089824986,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,27562613.982496575,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,27605962.415926099,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,27617560.600472994,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,27669511.490685705,0.3
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,27698181.405203626,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,27722082.553759214,0.1
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,28002423.526404444,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,28120148.016650964,0.2
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,28196929.5522594,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,28197684.436068419,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,28209856.104292974,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,28209856.104292974,0.1
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,28211013.514061496,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,28341486.775268979,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,28379638.987186249,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,28403094.034614891,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,28466444.666461598,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,28484614.839412782,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,28540245.405643605,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,28586631.406569507,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,28590745.268888693,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,28645605.306026772,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,28655689.708248567,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,28670254.439980924,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,28716622.291628987,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,28798940.620694935,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,28816036.509068873,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,28841143.754725367,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,28852233.59255483,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,28857572.755471945,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,29171095.010761403,0.1
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,29244207.622569691,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,29281795.4940641,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,29296328.39941423,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,29341417.922483262,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,29433461.543623231,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,29437603.327490296,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,29470083.144601081,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,29578979.754119214,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,29746796.569465142,0.1
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,29750860.033402599,0.1
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,29776701.089685317,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,29781698.3991227,0.1
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,29848390.069283586,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,29945505.438075256,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,29997912.797500279,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,30049597.109126981,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,30095679.343803462,0.1
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,30159108.099061962,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,30171975.572348498,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,30245784.458454154,0.1
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,30445589.520408019,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,30502391.437915005,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,30549066.80150846,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,30630894.829416104,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,30653295.972832877,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,30685874.403859884,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,30694365.62323517,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,30803906.585455351,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,30896997.502205342,0.0
