绿柳枝洒甘露三千界上,1,绿柳枝酒甘露三千界上，
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,2714198790.3779736,0.1
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,2738700773.2802238,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,2739987991.0826182,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,2743117876.9826794,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,2758274324.5770798,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,2776108778.7294044,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,2790814464.5830503,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,2795684047.2288423,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,2800457390.7342262,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,2812209226.7641311,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,2814517496.0290241,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,2822140088.3577633,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,2827800125.2368383,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,2835452590.6857586,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,2840357178.0776739,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,2844176211.7167559,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,2850308221.955225,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,2858680990.9625483,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,2873906133.280057,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,2891957388.7364068,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,2894528610.2177896,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,2912444106.891758,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,2921882758.2927122,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,2929291617.013103,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,2933025825.5674672,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,2948682581.4237828,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,2963288839.1091013,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,3003641142.5724487,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,3010249725.1535187,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,3012766821.246768,0.1
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,3017219914.8973141,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,3026983220.2814746,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,3034721685.9183812,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,3035664413.8785152,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,3043844919.1796045,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,3073703986.3875079,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,3075045372.7003717,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,3108455893.9199605,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,3136127002.0459228,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,3156786670.5359421,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,3166691890.7223897,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,3174455538.9489994,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,3196889980.6407089,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,3213128168.3180637,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,3224196372.9170151,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,3232111188.368319,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,3246800274.4333844,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,3248242912.5394621,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,3261145697.9738798,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,3273263697.8017387,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,3277877183.5033922,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,3281869602.7899156,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,3286793206.796422,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,3291846520.1273346,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,3308516368.2255716,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,3309801753.8916254,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,3312906019.1537108,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,3314825643.9221172,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,3387451006.1424026,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,3411418857.2645364,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,3412389681.0075331,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,3415364134.6604018,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,3418710138.0353403,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,3419777170.8514433,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,3443045553.0582342,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,3475186188.9951749,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,3495253930.8446202,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,3500405339.7395597,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,3502694690.2871075,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,3514713429.6099424,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,3520429447.5697742,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,3529986893.8752594,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,3533469295.3778195,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,3534704844.3500385,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,3542582246.0677586,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,3544194137.3061266,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,3553197825.9826822,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,3555778829.5509181,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,3561120098.5408001,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,3569675789.3142643,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,3575387245.0726185,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,3575947268.7804661,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,3581367184.012609,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,3583511333.9187441,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,3593154819.7472529,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,3593562976.6368351,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,3596010900.5266256,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,3617020055.0621328,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,3617025206.9371109,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,3621290276.2111402,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,3622858465.7029457,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,3625331687.672956,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,3640806480.9094872,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,3656660594.7477589,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,3656737049.2045989,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,3660841748.7587953,0.1
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,3664194612.077774,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,3684185052.8318825,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,3684885192.982532,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,3696204349.7343359,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,3696585881.4740415,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,3698379134.728971,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,3703907510.4934201,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,3703907510.4934201,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,3705898495.1205554,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,3715655960.4869628,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,3723403223.880023,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,3724196439.9444113,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,3726314191.8901811,0.2
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,3733809381.8313699,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,3734004509.5949454,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,3735767492.9757304,0.1
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,3737985300.1185818,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,3741195888.665082,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,3743095414.8499274,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,3759796238.526484,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,3763892326.1138158,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,3791444049.4001927,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,3793029159.664794,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,3795139230.421526,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,3797653064.2167215,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,3810054808.3596497,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,3814309586.3514085,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,3864484851.8951488,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,3867915694.666904,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,3869959636.5998507,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,3887969986.9187984,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,3889301555.5447435,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,3900944094.6925459,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,3900944094.6925459,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,3901965614.1705351,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,3903969533.3394156,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,3933253422.8780298,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,3972761215.9482245,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,3989730975.7526946,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,3995109138.3454595,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,3997201527.6443629,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,4002247649.1615033,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,4002822228.1024652,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,4004243418.1617017,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,4009281217.7623801,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,4016430428.5059872,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,4016430428.5059872,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,4025976404.2401137,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,4030359948.1458611,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,4035170753.7857194,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,4050694005.5255442,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,4055268537.6848645,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,4057809491.4272509,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,4070221640.4511223,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,4075761211.1691127,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,4085774563.4240084,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,4086732536.4086161,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,4088267087.1572328,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,4097712229.4916425,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,4099621548.4926848,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,4109032066.3631206,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,4111098687.4386005,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,4112523934.5556288,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,4127923095.7205448,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,4131586219.4778285,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,4134235400.2501316,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,4141471742.4294829,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,4147105075.6040001,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,4150688491.9174509,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,4150767065.1154394,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,4159889283.8498173,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,4160373106.5602198,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,4163320042.0722637,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,4173244098.5233283,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,4175360124.3739066,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,4181900711.542901,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,4182038541.8206024,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,4194120610.4958429,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,4201873768.6450505,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,4222582047.510745,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,4225494626.173378,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,4231690241.2582746,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,4250206035.978744,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,4258741333.5433459,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,4263319971.4699578,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,4273552525.1731119,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,4294770249.3885684,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,4300430978.2887354,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,4301366038.9327536,0.1
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,4327066861.5283976,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,4353650784.9260645,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,4377053473.1371841,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,4389966379.8728266,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,4391775126.3737106,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,4392944360.3664351,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,4417062641.31991,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,4419987222.7509937,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,4428771559.5368843,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,4450381174.5922728,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,4451695075.1714535,0.1
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,4456787827.7012157,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,4467359702.1502447,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,4482261355.0789843,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,4483744410.5174637,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,4489303325.3874645,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,4491032823.0000944,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,4499569471.4950848,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,4506872433.3882494,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,4515002564.4607248,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,4515002564.4607248,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,4519076888.460144,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,4519076888.460144,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,4532609076.8557205,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,4534210155.0280867,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,4537034611.7654276,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,4579887697.005621,0.1
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,4589637302.9540987,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,4599887276.3796272,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,4647304546.3778248,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,4652924788.1999302,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,4655021084.3954592,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,4666044658.6996851,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,4669058233.7562275,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,4672307564.1385622,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,4685037898.7597046,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,4685208753.8467884,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,4693581690.6819715,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,4709167868.4260368,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,4709393542.6692734,0.1
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,4714585964.5642328,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,4718539901.7022028,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,4734611599.6819973,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,4748590605.204298,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,4750944472.8768253,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,4753311893.860857,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,4754970349.8723936,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,4768645423.6835604,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,4769489730.9433298,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,4770918423.2727757,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,4779932698.0498915,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,4793581703.3623199,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,4797764394.7764111,0.1
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,4809577227.2711163,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,4834817165.7573652,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,4849736361.6342049,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,4849736361.6342049,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,4852809225.7269297,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,4861901193.4542704,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,4874579392.0156441,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,4884952946.2634268,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,4889546491.3032112,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,4889669287.5342655,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,4916641222.0174694,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,4926156462.7712469,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,4929125518.8366766,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,4939320632.9273319,0.1
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,4956701465.7443962,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,4963050439.841444,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,4973351076.5692205,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,4996669797.9091988,0.0
