这才是今生难预料,0,这才是人生难预料，
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,2142467907.3198636,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,2198136346.9378924,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,2207775557.1085958,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,2217604459.0435905,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,2234401687.5911098,0.125
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,2253029826.6136899,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,2257708679.4642119,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,2259227011.8349586,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,2262654474.198832,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,2318956280.8669348,0.125
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,2333617567.9239378,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,2337610810.2974801,0.125
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,2353483138.9233007,0.125
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,2356722900.406229,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,2379730219.8877363,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,2386190118.4309897,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,2390690525.0535159,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,2395984395.5354719,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,2426762573.9317112,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,2429038078.064395,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,2434994842.5592322,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,2438686756.7729115,0.125
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,2467269326.2601404,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,2476296773.0809803,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,2519386787.8080873,0.125
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,2550663871.8608704,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,2560656227.3648057,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,2579009668.512135,0.125
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,2581996368.9112587,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,2589966192.7630596,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,2601726051.3366399,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,2609707118.4818034,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,2617603205.8116412,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,2640948043.4236856,0.125
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,2641558917.7076921,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,2646214107.9838715,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,2664405409.9570556,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,2689071236.5310917,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,2692238268.3236833,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,2714659275.6962404,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,2724222634.2620921,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,2729317791.5276752,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,2735317724.0794806,0.125
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,2739407506.7536764,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,2762601914.1587129,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,2782905426.0042477,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,2793093842.7059703,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,2811191692.9572721,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,2833783043.1303654,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,2835101128.2683949,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,2853929978.9725475,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,2862420946.7833714,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,2866523876.3202057,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,2881604494.8767762,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,2884157682.6270704,0.125
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,2905926250.5437822,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,2910290877.4885721,0.125
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,2932580603.0933743,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,2935499601.283093,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,2941155154.2403278,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,2946331258.3852191,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,2948351659.2770057,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,2960250024.8693833,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,3023464433.4303875,0.125
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,3029279858.7075262,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,3039232083.7929692,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,3047995978.8181858,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,3059948252.4421315,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,3073416569.5700908,0.125
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,3131308891.6769209,0.125
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,3145186990.7928858,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,3159694262.0273571,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,3171579413.4077463,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,3181434268.9716225,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,3205678640.8255148,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,3236322075.6957312,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,3241422762.3141212,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,3242960392.8910379,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,3280647552.4274983,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,3286805427.0048347,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,3288749460.0307636,0.125
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,3296555863.2369943,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,3301041679.2212024,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,3312846176.3635263,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,3322776603.6375232,0.125
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,3378750101.3474803,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,3409711267.6277556,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,3412564939.8925056,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,3425094858.1707153,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,3428918910.8096251,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,3430126517.037447,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,3434683278.4791827,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,3435542621.2922139,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,3445071190.9142408,0.125
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,3446773933.0643783,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,3467297826.1276665,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,3485757119.4070973,0.125
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,3494563707.3748531,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,3496000086.3012047,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,3500235586.7890415,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,3501420364.941246,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,3507947301.1749992,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,3523021116.6053672,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,3579247576.0801959,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,3582243474.3295631,0.125
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,3588501247.9055371,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,3606061290.6204166,0.125
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,3610367299.2199149,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,3614036602.4275446,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,3617063405.4783807,0.125
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,3630922005.0938611,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,3645202443.6921449,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,3656306101.8289757,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,3668960130.6408901,0.125
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,3680713424.0443363,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,3696583412.4496856,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,3702406836.2362132,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,3703833225.122261,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,3706138995.7213197,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,3735956600.0479102,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,3744941384.4797525,0.125
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,3776158455.4248447,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,3807091248.881978,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,3825517338.632627,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,3869867738.1322975,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,3890434973.10116,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,3890505367.5271459,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,3893960845.2576957,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,3901382856.5819802,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,3916033229.8192086,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,3928210002.8073101,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,3969282478.6489592,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,3999175949.025938,0.125
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,4018213537.9389029,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,4023230608.0540676,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,4034802412.2747755,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,4041575465.4723721,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,4053337169.3907595,0.125
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,4076518717.7212834,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,4089277727.4179187,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,4101013825.7156172,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,4114410956.0837307,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,4118133847.0896263,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,4119604150.2385015,0.125
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,4120028588.3429971,0.125
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,4131538356.4910178,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,4133506499.0620203,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,4138229157.1402035,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,4147142705.8682857,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,4151513185.0383067,0.125
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,4174429002.4012761,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,4190363733.8144312,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,4195681351.6168408,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,4205635684.0759001,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,4217705762.5508118,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,4256847214.6277933,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,4267914938.9636188,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,4274660947.5044327,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,4371250610.2308388,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,4381220824.6088667,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,4383865168.2138424,0.125
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,4426602100.7819576,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,4439703871.0532293,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,4473065621.3605347,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,4473426884.9138269,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,4492759600.3679247,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,4500280417.1957006,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,4510603406.6173019,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,4519160695.7867851,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,4519371591.5114241,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,4523699871.0378599,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,4526222590.9699926,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,4543516298.2334089,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,4573182211.4846964,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,4574960577.3172989,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,4576209953.0301924,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,4578559270.3296747,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,4605979096.1480627,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,4626840454.4348202,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,4647456546.5877867,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,4648809090.5363388,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,4659214022.9238205,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,4659452741.9180088,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,4672018295.5343885,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,4702419838.7061129,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,4712536864.4669857,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,4725230324.7220411,0.125
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,4745061791.0664415,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,4746238484.2949305,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,4752929200.1884165,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,4756662562.2705154,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,4783282896.3481636,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,4783282896.3481636,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,4795367973.5607948,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,4813127773.3476124,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,4827481715.3054981,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,4835930431.9001703,0.125
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,4888837230.3779068,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,4926721350.6696386,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,4938625498.9648848,0.125
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,4988652024.2838869,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,4999773575.1859264,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,5016904787.285161,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,5034623210.1776657,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,5051698965.4979391,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,5076405379.1081657,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,5076405379.1081657,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,5083387453.1144304,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,5174095845.074935,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,5179095514.5293913,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,5192732254.8712921,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,5221476038.8320599,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,5235898676.3538771,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,5237720701.6561327,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,5238461498.5773592,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,5240608506.162653,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,5254090670.1495447,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,5272787074.6748686,0.125
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,5291897379.0347672,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,5318077366.1223869,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,5327847020.8089457,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,5330404849.47577,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,5349809661.8021088,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,5350333558.6289301,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,5354838901.7725906,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,5367134826.9718113,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,5369056724.7514496,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,5375648262.7915468,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,5407114651.8872299,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,5424827323.6773071,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,5449961103.1443176,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,5485168996.4187231,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,5489799476.3087788,0.25
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,5492627928.897893,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,5504668868.5619154,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,5504668868.5619154,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,5505504087.391118,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,5519525654.2218542,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,5543933050.6696491,0.125
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,5544479796.3267393,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,5569147104.9081087,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,5569257515.5903759,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,5578869990.572958,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,5587462699.4526701,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,5599971765.0964861,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,5706543508.470068,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,5726727048.3820391,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,5737725778.1681652,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,5745856946.8545532,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,5746319141.4670601,0.125
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,5792630383.0341396,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,5802771688.7795181,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,5816260446.4843988,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,5857847137.5681067,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,5874301192.7650757,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,5901838164.6262112,0.0
