看大王在帐中合衣睡稳,0,看大王在帐中和衣睡稳，
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,1058845152.8310266,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,1061089325.7286184,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,1062561037.1799794,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,1071634654.0628834,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,1076260716.3199136,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,1079833966.6832645,0.1
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,1088565990.6092296,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,1091935818.2507901,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,1112581921.2721467,0.2
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,1123563684.4182081,0.2
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,1125506501.2864747,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,1125560467.8910139,0.1
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,1128313101.288697,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,1137374923.9499319,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,1141522311.1032333,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,1142242462.6735735,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,1150126120.0187907,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,1150974338.5053351,0.2
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,1155792175.4412687,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,1158499333.9451587,0.1
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,1160597130.8080902,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,1163736708.4591374,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,1174911700.9955926,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,1183574748.5146337,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,1183698295.4965155,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,1193641631.4239848,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,1196191832.8783858,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,1197782099.7242894,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,1203144048.3756726,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,1206007905.5632987,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,1207233699.0107415,0.2
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,1229586299.872988,0.1
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,1238696467.3970745,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,1244129377.7729661,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,1250746925.5641167,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,1252744352.5294254,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,1254560339.3247311,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,1259435688.9054952,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,1260895397.7890363,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,1260896491.1997542,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,1264877091.2165539,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,1266331626.6054056,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,1271218820.6638756,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,1271310009.5878937,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,1273177105.719996,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,1273278852.5644825,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,1273495834.2466521,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,1273843189.0628719,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,1274630445.380697,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,1281511317.0847325,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,1287085802.2043524,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,1287898769.5136969,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,1289331808.2786884,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,1293108174.5609028,0.1
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,1301561874.6875169,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,1301939437.5168076,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,1306383153.3393521,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,1311276261.9934671,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,1313179324.4932923,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,1317156340.2380912,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,1322034011.7808311,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,1324858521.5901949,0.2
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,1332795154.7063375,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,1337719620.4934468,0.1
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,1347603457.0332663,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,1349722011.8672779,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,1353709944.5548551,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,1363572938.5338447,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,1363912824.7005708,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,1371909425.1986084,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,1375090655.0723195,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,1375377087.4265771,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,1382807908.8348796,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,1384688751.2076173,0.1
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,1388528841.0953298,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,1406741727.5503206,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,1429059018.1135592,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,1431426912.7428887,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,1433949718.8528597,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,1443051265.6418839,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,1443988279.1818128,0.1
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,1457398381.958817,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,1463801270.1244774,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,1468244667.9402139,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,1475160360.9513683,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,1478295840.8546035,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,1482226740.2620921,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,1491086420.9895844,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,1493650782.1848998,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,1504179215.2183571,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1510636257.084219,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,1511158915.010196,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,1512424097.7641923,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,1513379350.3572841,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1523516745.2969375,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,1525132258.0199401,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,1526070659.4253316,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,1526199630.5160191,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,1529144071.6360636,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,1529606793.8932912,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,1534602311.049401,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,1546098185.1899674,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,1548918994.7780905,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,1552078773.6305432,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,1552407022.902849,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,1553673452.639394,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,1554421176.7963362,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,1561792729.9223762,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,1566394691.4632709,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,1566399510.0729115,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,1567137237.5895939,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,1568685716.6151264,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,1578014328.0636151,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,1578014328.0636151,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,1579040472.3309486,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,1581512932.5666516,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,1584437495.7453821,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,1590733617.4435322,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,1591817113.5205886,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,1594169776.2535651,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,1594649887.5169582,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,1597373622.7846906,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,1605980154.5800533,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,1613289819.3883007,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,1613614769.3697016,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,1616938682.56071,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,1618919799.0552704,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,1624652163.3826296,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,1624652163.3826296,0.1
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,1628161835.4393055,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,1631550986.6744366,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,1632714739.6514521,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,1639185190.9402015,0.1
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,1648153737.6137242,0.1
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,1649632478.4718521,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,1663369995.9204006,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,1671930110.7554135,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,1675263096.4228425,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,1675556297.4359078,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,1682644076.6136503,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,1684877071.0201099,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,1697038440.5234542,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,1699483340.964865,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,1702211247.8938098,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,1711991625.6089664,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,1716680507.3152413,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,1718768459.0711193,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,1738659543.1438642,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,1741162724.435075,0.1
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,1744807837.082665,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,1746558640.6171277,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,1751727440.6614103,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,1753713799.3528543,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,1770162250.6247828,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,1775663429.6289585,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,1776570264.8476341,0.1
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,1780096561.8218803,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,1781433990.3099704,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,1783216872.6423619,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,1790704266.7232378,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,1810683598.0552273,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,1811661740.9698656,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,1814527309.7289901,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,1828714560.1559136,0.2
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,1829249041.8355649,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,1830750718.4498487,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,1832213996.5061805,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,1837369793.8048894,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,1837699827.8465245,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,1838648828.9749999,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,1852613554.0736415,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,1854195950.7372944,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,1854216790.6195633,0.1
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,1860156572.747174,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,1864701267.8785861,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,1864701267.8785861,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,1867888056.0943718,0.1
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,1869201074.4736478,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,1869471899.4801021,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,1876241747.2557137,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,1876241747.2557137,0.1
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,1884646237.2682083,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,1896115441.2474663,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,1910897647.2334092,0.1
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,1917025633.0418472,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,1923346853.5122292,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,1923346853.5122292,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,1935211144.8511028,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,1937690885.5144627,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,1955224710.9500453,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,1956455447.029403,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,1956895553.3409026,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,1958314172.9312718,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,1959377160.9902647,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,1959888679.324635,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,1976995197.4330127,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,1983871371.4902873,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,1988142503.0297344,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,1997378347.3563375,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,2003187364.490185,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,2010106047.3812003,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,2011140802.5185275,0.1
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,2016794088.3701234,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,2028543887.3976669,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,2029092679.5248053,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,2030768042.0115314,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,2031324267.057272,0.1
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,2040513098.0215244,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,2053463639.3209133,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,2055450231.7159953,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,2064329160.4065533,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,2073974776.3596303,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,2078819037.6257994,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,2082285077.0494924,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,2082285077.0494924,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,2087719781.1864889,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,2087924210.1019354,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,2089847333.6462841,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,2099225504.3817441,0.1
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,2101727554.8345723,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,2103223230.8469281,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,2107533301.323143,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,2108844763.3901625,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,2115007058.2448006,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,2121339678.2319329,0.2
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,2128937541.9061186,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,2129980235.6858644,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,2137781868.104337,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,2137813302.4693577,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,2155796187.937417,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,2156750886.5594039,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,2156996100.4862175,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,2161975414.1205335,0.1
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,2165089949.4240746,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,2175032569.8629389,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,2177135774.7798162,0.2
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,2185093987.3687248,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,2185093987.3687248,0.1
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,2191759069.5823088,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,2203827358.6484799,0.1
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,2209977301.2098422,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,2213230197.7171135,0.2
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,2218238847.9985428,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,2221525251.9732909,0.1
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,2225298680.1725273,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,2233547775.3215141,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,2234044657.49124,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,2238642255.6432977,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,2239684644.4667687,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,2246087038.1319547,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,2251947762.2277656,0.1
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,2256372626.9447165,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,2260564466.4748459,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,2266140791.3823986,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,2266395060.879086,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,2268463017.2315049,0.0
