昔日梁鸿配孟光,19,昔日里梁鸿配孟光，
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,2295161571.1699853,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,2304869552.1067848,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,2305056877.4184275,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,2310353834.3520904,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,2313467840.1984696,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,2319635106.3259354,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,2323251821.7875981,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,2325113570.8028531,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,2336606779.2696853,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,2342765403.153688,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,2353878724.8682351,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,2367645537.4829044,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,2367969435.0398855,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,2368269062.5263805,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,2375404680.4502878,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,2377077495.5575309,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,2382091992.040154,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,2383470545.9840569,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,2385010195.9287009,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,2389084926.3160424,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,2391928309.2269926,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,2392335168.6579194,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,2392501632.5794239,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,2409630017.1599646,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,2414967200.2308612,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,2416070804.4056349,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,2416865290.6328864,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,2421443092.4925981,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,2421853094.6649699,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,2421869424.4410429,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,2427107206.6195846,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,2430309797.0194159,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,2436639288.1497855,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,2437019902.9030108,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,2441326995.6549215,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,2447278851.6875482,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,2449223032.7776899,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,2450981489.6244254,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,2454726179.9407144,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,2455446341.082799,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,2457288882.586678,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,2460065915.6570234,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,2463972474.0311604,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,2470886113.6330848,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,2476311235.7035966,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,2483857604.0695291,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,2500207769.3136563,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,2504079439.5136051,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,2510203751.9333572,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,2560088219.8584962,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,2561024170.7603073,0.14285714285714285
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,2569656063.924264,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,2630154796.9351525,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,2630154796.9351525,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,2636624853.9260345,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,2642677331.9814305,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,2651587672.9212036,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,2682549786.7154942,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,2683222253.6249928,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,2705245813.8545127,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,2717865995.6812439,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,2721213999.3661604,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,2731829519.0180411,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,2761691313.8824296,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,2791312086.1047125,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,2796733447.9599214,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,2798721529.4112897,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,2803901692.7459455,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,2808245130.0579019,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,2819803984.49231,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,2827469348.3613768,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,2832626579.387125,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,2837556286.6172533,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,2859664135.9897952,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,2879133469.1753788,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,2880271596.6866407,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,2882872415.9731412,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,2889147819.3837347,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,2889764735.0541492,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,2899104785.9373965,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,2899202317.7140746,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,2901498164.3573546,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,2902322501.24438,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,2906138599.4597282,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,2919154015.9591026,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,2927680137.2516088,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,2936909860.7825637,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,2941354903.1156659,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,2942982684.2018003,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,2944160178.1289282,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,2969368424.4549007,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,2979272246.7354808,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,2991048589.1861968,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,3003183257.3307014,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,3009134388.1625943,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,3014985575.6995168,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,3030346349.9524388,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,3042925775.4013295,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,3047282438.6643276,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,3089398617.3213305,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,3089417174.8172579,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,3114168300.0946479,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,3131375796.4104915,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,3133522259.0437837,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,3141469972.7919965,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,3159223877.1755261,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,3194343789.098877,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,3207953960.9286022,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,3213880796.0709858,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,3226683842.8397999,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,3226850898.9410486,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,3241963470.6024499,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,3272866164.9599714,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,3282117397.9222202,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,3295244725.8370214,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,3309672469.6441975,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,3321068573.0237269,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,3335856521.8386421,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,3355797160.123796,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,3383313430.0595703,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,3393801807.740778,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,3400626510.5695357,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,3418438552.6698976,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,3425206144.9021497,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,3438439807.1683335,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,3458057796.4559293,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,3467763371.4831495,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,3482457094.6451969,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,3495812299.5148258,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,3523214469.1319809,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,3529390732.7937799,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,3529390732.7937799,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,3533431041.4109583,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,3562097181.0247488,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,3568146438.8423424,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,3585437838.4034691,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,3594691726.3585896,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,3612633716.5576687,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,3623084445.3436532,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,3650734890.8885489,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,3662733353.2265697,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,3682438825.1670313,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,3683062084.6749101,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,3697274359.5259862,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,3702270910.7727203,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,3704771252.8928323,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,3707790443.4490194,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,3717464915.0991316,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,3746464568.2493281,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,3757094435.3860559,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,3763234783.5193071,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,3782243512.7865744,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,3788090172.78582,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,3801508667.9326715,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,3802702529.0984583,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,3807633980.9668727,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,3809195705.066143,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,3809195705.066143,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,3847206860.7817016,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,3853247725.5299182,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,3860049750.8829699,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,3867810383.6434126,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,3915099382.7001038,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,3942128920.8883772,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,3975694805.7163968,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,4005291809.871058,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,4007461360.5761113,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,4013014905.9758158,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,4014092551.5644536,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,4022938882.6011496,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,4038861217.3337188,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,4038861217.3337188,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,4093043649.0967574,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,4149092790.8038101,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,4149092790.8038101,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,4178740770.0165343,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,4243607808.686748,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,4259521415.0434289,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,4283732504.8306332,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,4318884674.3266649,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,4423400383.3298264,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,4448848980.2029047,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,4455223841.6101618,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,4484812430.0400114,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,4490848176.2018423,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,4524495963.0728703,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,4646739084.4828081,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,4773473746.5064583,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,4780199936.5432482,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,4798940361.3587341,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,4998470179.116991,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,5094855679.3184357,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,5185525976.8817387,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,5565186210.9211559,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,5857685279.6988115,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,6096300151.3736162,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,6278681256.0454378,0.0
