春秋亭外风雨暴,0,春秋亭外风雨暴，
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,4819958.367641978,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,4825442.7238433892,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,4915978.1948013837,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,4953544.281645339,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,4959009.7195049273,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,4963104.6094133994,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,4991510.3901198925,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,4991510.3901198925,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,5006562.2896995656,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,5013053.6053484343,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,5018005.4109241199,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,5028219.2863962883,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,5050040.5983263934,0.0
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,5150580.7577265287,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,5152830.6606148751,0.2857142857142857
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,5152900.5075958604,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,5159943.9991491493,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,5171646.4457610026,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,5212125.041406028,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,5226435.4507688824,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,5236814.6335227154,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,5269280.7401986038,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,5319061.135715452,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,5343312.3879320491,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,5344434.3628343521,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,5352717.2288570534,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,5366195.0258547105,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,5374745.0903564487,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,5377734.773043748,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,5390003.2382907234,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,5393698.1498731077,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,5404083.0620713439,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,5443808.2176182279,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,5450772.0083309924,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,5474558.2869378077,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,5476695.6335710743,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,5483705.9138732851,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,5529575.3876553578,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,5532425.3576033721,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,5543620.8102200059,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,5545993.3978430461,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,5611310.6577752549,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,5615604.8776205014,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,5654701.7330308426,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,5658248.2740819873,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,5684321.3323497325,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,5697671.7795249624,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,5700857.1570559023,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,5703056.3017367069,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,5708853.0552931447,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,5709184.9896149291,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,5717125.1206076443,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,5719754.0961330011,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,5719754.0961330011,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,5766474.2902565636,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,5766474.2902565636,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,5788337.8578649368,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,5848314.3357434915,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,5854241.8064985694,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,5854938.5642214296,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,5859010.572944887,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,5888567.2120059161,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,5902390.1593150264,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,5921202.7368968278,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,5925084.5581135796,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,5927242.8312285012,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,5968250.1870253775,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,5974289.7607891792,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,5992449.9722330058,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,6057989.2176887104,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,6067831.4045392564,0.2857142857142857
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,6069428.9964443017,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,6083304.6586355809,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,6088214.3294947334,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,6104018.1593094962,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,6108007.9181778245,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,6133012.2688407265,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,6148060.2221289175,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,6153423.962995288,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,6174700.3912187032,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,6188288.4413530733,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,6209205.5827571657,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,6231179.5020118449,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,6254437.5188352875,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,6257001.9958144985,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,6275845.555070566,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,6276364.7241467452,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,6284085.0129650822,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,6301105.534542188,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,6306681.067031851,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,6307313.3742806623,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,6322449.4126864225,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,6332344.7780364696,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,6335838.286091052,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,6366362.8930910621,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,6378791.2195532946,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,6395610.6956586177,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,6397622.4718649313,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,6401193.0035816366,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,6401711.2782055037,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,6414833.7976039685,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,6441305.6627963996,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,6466701.6477858918,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,6493579.6726199826,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,6494738.2279523555,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,6503364.0393365445,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,6545866.5266557103,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,6571308.7930012997,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,6595013.6886082469,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,6639193.7565785479,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,6653408.8063788721,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,6690077.3941455279,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,6694483.8258017935,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,6725993.3346199645,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,6732720.9743712582,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,6739648.6022080202,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,6783246.8316384815,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,6787889.0988665121,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,6789333.5857894104,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,6792828.6499973005,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,6800862.847299899,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,6829757.2899805754,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,6872945.8360356269,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,6884354.2755129496,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,6905115.5790480152,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,6937637.8190414021,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,6942001.5020851167,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,6954067.7935859459,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,6954067.7935859459,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,6963721.1681618653,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,6987190.8490551077,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,7021660.3269945579,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,7027406.7644464998,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,7037905.0981477918,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,7044351.0062812371,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,7059541.3996769115,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,7076167.8242051899,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,7078087.1555690467,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,7089340.0474731419,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,7104972.9914664663,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,7110529.9104133109,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,7120047.1940856138,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,7137636.318355226,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,7152432.8295557136,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,7158466.5670923349,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,7176561.1831171438,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,7204745.8802649146,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,7214257.6576764723,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,7219809.939968653,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,7232168.1136253281,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,7232168.1136253281,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,7258524.3968886798,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,7263914.1515167886,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,7265401.2495356537,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,7277914.0299262777,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,7295581.1546457727,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,7317677.1744607212,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,7346955.8799820766,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,7351690.7575411713,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,7376813.792216735,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,7411321.601970003,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,7420818.2755250223,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,7458390.0927757332,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,7474101.9125578571,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,7474359.5853718678,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,7484172.4304786297,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,7492170.3720464809,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,7502336.1585503314,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,7510018.8464212669,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,7510795.7193994354,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,7516091.0562298764,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,7544905.8507005842,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,7572714.7236643378,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,7603844.6312306589,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,7616589.3125332985,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,7631482.6658960758,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,7659758.7077380056,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,7674679.8525086045,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,7676035.717927306,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,7705198.5264689708,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,7712891.0605910784,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,7724970.0266800271,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,7727668.1259800335,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,7743172.071223706,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,7768125.1934187524,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,7770738.7198668597,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,7781307.6260658456,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,7781347.4602089869,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,7830010.7502427278,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,7845392.8909965744,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,7852315.5562011525,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,7874738.3148393761,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,7890641.8779026056,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,7891513.4635834824,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,7892707.3669766113,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,7921556.0823641093,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,7942874.3889610572,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,7968545.8893153267,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,7975887.3721160283,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,7976183.3002822436,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,7982297.3219779674,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,7999471.4003140703,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,8011332.2039291803,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,8021223.0039176634,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,8029241.7898313943,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,8029241.7898313943,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,8032186.144274422,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,8074775.1209458048,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,8077038.5396960787,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,8082834.2051694337,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,8092744.1395201692,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,8114005.8336150283,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,8115094.8399118092,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,8123916.3515674127,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,8125559.3520535678,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,8143296.6221951768,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,8151701.2624858702,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,8156854.8107353654,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,8159220.0348758157,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,8159905.763214157,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,8164955.0377736567,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,8186192.8296817886,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,8191950.5043996088,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,8212769.4611816853,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,8221052.6373164859,0.0
