原来是不耐烦已经睡困,0,原来是不耐烦已经睡困，
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,664777346.58302951,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,665913318.51837647,0.1
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,674021611.57501268,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,679948930.5650816,0.2
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,683763013.30835044,0.1
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,684788222.78493094,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,685365843.43028164,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,688105749.12081313,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,689648771.43707705,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,689790113.09262729,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,690985795.83758616,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,693260851.20106351,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,697129069.85685754,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,699627965.3818953,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,701738706.51990628,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,707647451.95501792,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,709554159.19091022,0.1
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,711935005.60314751,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,713135489.40789449,0.1
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,719379805.05247426,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,721635735.80520022,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,729255028.10598028,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,732176351.6570667,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,734275012.4986074,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,741166209.46059406,0.2
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,741496249.99280429,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,743085682.09410226,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,745864701.5907557,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,754086834.82282734,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,754678723.84542203,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,757614828.37096989,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,757993161.88360834,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,761434294.44782555,0.1
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,761959724.03089392,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,768386951.37948251,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,770119360.60579181,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,776774159.8220042,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,778805954.74263716,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,783666068.74076426,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,792012519.74346399,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,800152094.01467383,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,801058267.51888084,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,801574824.73459041,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,802065030.72607386,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,803970721.25562799,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,805144126.3998735,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,806336416.8239361,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,807073092.70759463,0.1
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,807137697.73490715,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,808212103.92681825,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,810226442.56519389,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,816707487.99430525,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,818751320.23067415,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,819075710.48707843,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,827489854.90459037,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,827756427.64185524,0.2
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,829803544.75230443,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,830170145.96701336,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,834286792.82297873,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,841425771.0053488,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,841627619.63630068,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,842594356.20358551,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,843344744.09614491,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,845659582.14657366,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,846628886.23091149,0.1
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,847589741.81401575,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,848233282.18801343,0.1
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,852276711.94988,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,854411072.07221317,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,854474942.26358521,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,858382947.06337619,0.1
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,862784606.6770916,0.2
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,864460184.40855944,0.1
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,865273224.82373548,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,869636838.50684106,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,870363262.66945577,0.3
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,873081227.95743048,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,879657798.64561498,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,888954244.54803801,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,890274992.72886968,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,893824073.00195754,0.1
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,897083548.23026025,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,898727878.45359981,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,899878061.51207376,0.1
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,902488665.21979356,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,911494855.31943619,0.1
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,912037956.94635904,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,912499156.53837645,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,912737486.17452037,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,913982233.87516761,0.1
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,915945139.9443171,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,916482876.75572622,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,917956223.56182289,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,917960088.18370843,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,921988432.71522605,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,924447561.48115134,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,927124865.1981498,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,928021918.35893106,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,931062511.02711856,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,932030928.61751688,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,932371395.57341659,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,932845737.30199409,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,936151231.32828486,0.1
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,942938876.6327827,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,945374956.13069689,0.1
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,949001720.25858641,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,949209876.51705694,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,951572199.18084931,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,953573464.05067825,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,957581400.21181476,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,966329721.86599994,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,970471945.82548261,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,972326055.4128263,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,974360750.82590199,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,976331728.772017,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,977559253.39991951,0.1
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,977996451.93478405,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,978906588.43041098,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,979482098.28238714,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,980374035.86128354,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,982942198.1320833,0.3
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,985030552.25634444,0.1
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,985158558.35137737,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,986133485.55435693,0.1
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,987159015.73336601,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,989478645.30452383,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,990018511.96748698,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,997399078.22535217,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,998894752.74855578,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,999488887.58794677,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,1001442895.0351113,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,1004152224.4830273,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,1016235091.0064998,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,1016829822.3445319,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,1020506352.6462946,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,1020506352.6462946,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,1028799044.4252851,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,1031729052.0288849,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,1033985494.3389781,0.1
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,1046805260.4664718,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,1047381108.2161295,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,1051300200.4487164,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,1053032938.3364277,0.1
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,1055036210.2551353,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,1055649077.1187435,0.1
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,1056158407.8894094,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,1059476165.9783813,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,1062983680.8345513,0.2
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,1065879707.7802931,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,1067822286.5894414,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,1069822892.2990981,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,1070935429.5987647,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,1076974082.0849173,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,1079476734.4414389,0.1
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,1079520666.0160367,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,1079727191.6822093,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,1083684418.9471638,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,1094310878.7264843,0.1
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,1094982151.5886233,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,1097492313.2736714,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,1098145765.2800868,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,1101349324.6217761,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,1102046682.5621679,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,1108346751.9565444,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,1111934720.0584359,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,1112658060.4365351,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,1119042641.188431,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,1119836566.7068186,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,1123844847.2284372,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,1139191105.9974093,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,1139848461.1533008,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,1144469334.2273154,0.1
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,1149511604.6138752,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,1158799570.8341234,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,1158984229.9158797,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,1166331037.3520277,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,1167099108.1139157,0.1
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,1171898452.5685549,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,1172873292.7171686,0.1
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,1180229630.2647939,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,1180523923.4722009,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,1193053328.2552626,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1197777972.2823772,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,1201686712.0922713,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,1205980781.0784206,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,1205991824.3278434,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,1212767431.41746,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,1215651096.5190454,0.2
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,1218136498.9972625,0.1
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,1218344323.3834929,0.1
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,1219615853.3970318,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,1223946408.6348917,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,1225337241.0552044,0.1
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,1225474343.5706489,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,1227206551.9737535,0.1
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,1237350512.240911,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,1238474364.0958226,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,1239829533.994066,0.1
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,1241295365.0058508,0.1
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,1242700890.3643701,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,1244526869.0240178,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,1246844051.2353449,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,1251231301.633054,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,1257017450.3726468,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,1257308900.2415156,0.1
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,1258275420.7185833,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,1259781910.357599,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,1260357355.1239085,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,1261197594.7022443,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,1261462790.6105568,0.1
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,1265391658.7414024,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,1268180643.9639156,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,1272523069.4719293,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,1273688640.677119,0.2
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,1274236975.7596805,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,1276542938.8816559,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,1278625817.2923644,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,1279514550.8123589,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,1279999212.0080287,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,1282046128.1781766,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,1284488497.273345,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,1285575714.856961,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,1290468389.1091866,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,1291570836.8325677,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,1292796478.0176232,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,1295421417.4323719,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,1296156506.7986314,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,1302440323.5043976,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,1303510335.9591103,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,1313433323.5048811,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,1315775743.7228749,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,1320758246.2832367,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,1322037983.0925591,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,1323219552.3384933,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,1326371498.1983287,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,1327708936.1757581,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,1331060367.8780234,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,1332870743.6896966,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,1332870743.6896966,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,1333157684.6392014,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,1337783930.7220426,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,1340475387.7216382,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,1341937809.7107904,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,1342321984.5551958,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,1343641139.3837216,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,1345523083.8253522,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,1348537735.5234287,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,1348597197.6945698,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,1350853999.100812,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,1353856959.2027731,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,1354329580.6751025,0.1
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,1357410986.6858432,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,1358086028.267283,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,1358790730.4024413,0.1
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,1363953567.1776102,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,1365003741.7042964,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,1374591635.761199,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,1377058733.3474851,0.0
