但愿得状元郎月老引线,0,但愿得状元媒月老引线，
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,2103066961.1551411,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,2109156246.0054715,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,2126810689.8935406,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,2139453029.8940802,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,2156608415.4699426,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,2227798467.9210472,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,2242096895.1787758,0.1
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,2274588921.1342478,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,2281342401.9705892,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,2281342401.9705892,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,2308852524.3978648,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,2343327204.3373713,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,2344979602.7832313,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,2345476055.1733813,0.1
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,2348793282.6887164,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,2384789442.1868124,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,2391369776.2988362,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,2392341465.893136,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,2400516393.0968447,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,2400516393.0968447,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,2417382513.4645519,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,2423227909.4881196,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,2427712113.96351,0.1
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,2437460699.5699682,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,2456211071.3562675,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,2480985612.7164993,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,2500738237.4603291,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,2505925146.1684599,0.1
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,2518168505.2097583,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,2519078614.5595288,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,2520858500.0167761,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,2534445741.9313507,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,2536611756.5665455,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,2625201467.7493315,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,2626226129.4060044,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,2626229717.3917646,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,2645743474.9475141,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,2652900875.8403153,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,2654149910.7993531,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,2670075889.412385,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,2676439987.7601395,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,2692537790.8017612,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,2706079083.8720183,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,2725731443.0663133,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,2778383359.2659149,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,2787650795.946701,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,2807364319.6959977,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,2807570398.0534,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,2818633911.7611089,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,2832923602.995533,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,2834965424.3821793,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,2840146579.3618126,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,2850379698.8060308,0.1
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,2867705749.6008964,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,2875711937.7861404,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,2880088412.0018482,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,2880088412.0018482,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,2897506959.8185754,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,2898806318.8673172,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,2905867534.9009943,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,2913150753.5680127,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,2952567459.4253845,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,2972854588.9238386,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,2990920701.954649,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,3016002062.9368606,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,3016798149.6616464,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,3018177911.0113878,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,3027089688.7932844,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,3029186823.9530554,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,3032863410.2935939,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,3039878390.4490957,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,3044827459.3537841,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,3049446803.6858673,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,3053096987.616662,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,3071004478.0011511,0.1
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,3077732308.3400326,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,3084768636.7584658,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,3088357017.7048087,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,3116294600.9032698,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,3116351386.9662509,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,3118216050.1039262,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,3126037800.4146333,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,3138173426.06183,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,3138298469.4133677,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,3138298469.4133677,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,3144872515.050878,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,3167612527.9215403,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,3167833850.4909811,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,3170644221.462276,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,3183730909.6542459,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,3185497510.5914693,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,3217246353.7283955,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,3226606834.9078383,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,3236909706.2846379,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,3240616363.8247299,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,3257718507.0318165,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,3257953033.2235947,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,3265911837.6364818,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,3271933556.6699157,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,3279488043.4826217,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,3291761295.6922331,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,3299993565.9550648,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,3318465835.6178656,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,3339124379.8068585,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,3361417887.666369,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,3382750054.1159873,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,3386593593.530539,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,3413254239.4964013,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,3415807576.8919735,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,3429683537.5578756,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,3435156672.3242378,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,3439921201.0655456,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,3443591184.8475823,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,3443846663.7529616,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,3456027101.9841247,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,3488635938.0714388,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,3489158312.6484184,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,3497042886.2530899,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,3501093504.7501221,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,3515278637.8498034,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,3540201104.6526594,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,3543529930.0382562,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,3544091468.2051792,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,3548904846.358933,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,3549905445.2398338,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,3569878711.6747894,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,3576802680.8516808,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,3578234160.8803711,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,3587000287.9411712,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,3595660428.663763,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,3602807476.1864157,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,3604604337.0848064,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,3625552427.7030516,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,3627457229.5256891,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,3630071062.8768277,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,3634436669.4880342,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,3668318665.1913271,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,3683093141.8485093,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,3686258421.6741853,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,3727036963.0432982,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,3728354857.4065986,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,3739812047.592473,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,3739943488.7433987,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,3741640886.6562614,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,3743631984.5828738,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,3756085670.886457,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,3761397942.0981975,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,3779678895.9441352,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,3792718997.2380834,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,3798451186.8385339,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,3805979590.9361172,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,3807319844.3032565,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,3808398371.7384276,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,3817526954.3442173,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,3826043047.6932473,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,3832347138.7745161,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,3832834978.3351264,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,3846205071.7289114,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,3847746777.552083,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,3869039108.3547006,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,3874632795.7693453,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,3896505500.1559415,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,3899339938.7573748,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,3904968873.8254223,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,3909591655.8140221,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,3914723515.5970488,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,3917909624.1788664,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,3918251756.6620736,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,3934582753.8179603,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,3935982965.8069911,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,3941805827.2275281,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,3945953387.6044888,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,3946543511.1875391,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,3979166855.669816,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,3993929075.9910345,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,3998331817.2769289,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,4001134243.0321188,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,4031844496.4632092,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,4058430467.8817935,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,4064306633.5565333,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,4069718100.0253811,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,4071498270.41746,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,4073077214.4167705,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,4081317680.9381204,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,4092691273.4077663,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,4113084621.8837147,0.1
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,4114522013.5707603,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,4128597982.6189752,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,4145675718.8175597,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,4159287759.262279,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,4176766655.4167638,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,4180364130.5147777,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,4186892901.2273169,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,4188951101.8348436,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,4269120487.1733961,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,4275102083.8025584,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,4295165300.5726538,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,4297586578.7894144,0.1
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,4316955841.5240641,0.1
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,4330385789.0704727,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,4331622841.2956095,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,4351906069.3297958,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,4359293611.4033041,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,4365631292.8183594,0.1
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,4379347906.7175102,0.1
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,4431348723.3536682,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,4438406907.8834553,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,4447581638.5819006,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,4450485134.1826982,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,4450950906.6469774,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,4452944036.1245947,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,4460691290.0209665,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,4464173476.7998257,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,4471232791.5524197,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,4471985526.6832685,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,4529079483.5993071,0.1
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,4540826290.6494532,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,4543476918.5778379,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,4545712989.2056494,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,4547321486.219368,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,4555178954.6612644,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,4566670723.76091,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,4579746414.3099022,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,4592780801.2876444,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,4596785681.6839762,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,4599461706.5233297,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,4619471242.410243,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,4620165379.4426136,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,4629060203.3127632,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,4643745427.2693472,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,4647740767.649931,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,4653247504.1830969,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,4662900384.6649981,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,4668809108.2981415,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,4681473374.5624514,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,4702026516.8612099,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,4704828060.0037775,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,4710050572.315731,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,4713657053.6940107,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,4719612389.0650854,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,4739983344.1455746,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,4757641674.6269312,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,4761778843.1653776,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,4808037911.2198591,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,4811807233.8746443,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,4812707266.8805285,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,4812757621.6325111,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,4817946266.7420034,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,4821530385.80408,0.1
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,4823770440.0633354,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,4824650946.3350468,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,4849981089.2465,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,4862250980.7382202,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,4864334012.0409584,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,4879458867.1965532,0.0
