宋天子主婚姻此事成全,0,宋天子主婚姻此事成全。
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,1336557866.4400625,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,1336557866.4400625,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,1340573299.049778,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,1344198853.5563643,0.2
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,1347056407.4262781,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,1352386099.3527427,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,1362567786.8206334,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,1362567786.8206334,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,1365062019.0844803,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,1365062019.0844803,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,1365516767.3925986,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,1365643114.6366069,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,1370105629.9457014,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,1373276099.2336779,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,1393304245.0405581,0.1
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,1396533212.8645666,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,1399047400.5810204,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,1401224809.4643626,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,1403063834.2785592,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,1407516257.2752347,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,1408731384.8641064,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,1410307489.0856698,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,1410307489.0856698,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,1410703730.8779161,0.1
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,1415371681.8084664,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,1416387166.704958,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,1418608893.9633205,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,1419147958.434382,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,1425278928.1706445,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,1427414769.7101719,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,1427943753.0595326,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,1434351702.3721862,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,1437177009.3250408,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,1437177009.3250408,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,1439713546.9612472,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,1442277307.8326664,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,1444052429.5386047,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,1448128104.1349857,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,1448417807.0260019,0.1
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,1449463636.557447,0.1
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,1455753553.369242,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,1456965538.2135231,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,1458955077.8819156,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,1461172684.5096524,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,1464977217.7228079,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,1465308715.40593,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,1471093343.1587057,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,1473609430.6042795,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,1478836107.0229292,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,1481960900.3868339,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,1484984551.7217138,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,1490685278.7835398,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,1492075206.0324593,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,1492789766.8464713,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,1501317878.0191073,0.1
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,1505487058.7411399,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,1506250059.3759236,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,1506930218.3240342,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,1507295692.875725,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,1508982600.6113317,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,1511282164.048645,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,1512830845.6010189,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,1518220855.8483968,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,1520456226.9824944,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,1521019315.8660111,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,1524079302.826179,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,1525220022.6973507,0.1
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,1534389784.355144,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,1539771772.9732082,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,1540752703.8897207,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,1540951001.3032734,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,1545667200.8706465,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,1547311407.2370589,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,1547311407.2370589,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,1547775120.9919872,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,1553638675.137692,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,1554169141.782937,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,1559137206.8665957,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,1559402213.628691,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,1561961538.1356413,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,1563645339.9607637,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,1566860193.5543823,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,1569667797.5082154,0.1
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,1572410167.5735149,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,1572654246.3004744,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,1575655950.8248007,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,1578939971.6199417,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,1578950600.8515437,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,1580557376.4653804,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,1583477905.0167346,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,1589834280.8138707,0.2
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,1591057189.7858644,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,1592553907.2450032,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,1596421796.5952373,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,1599169996.8351223,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,1601800731.3192258,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,1603167653.4828448,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,1604843167.8102171,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,1606126217.5186162,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,1606925360.9452894,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,1607990618.289665,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,1608475226.0928659,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,1608668619.9562259,0.1
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,1609285656.4167135,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,1613593525.8674109,0.1
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,1614893963.5802963,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,1621335750.7935092,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,1623035249.606158,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,1627090795.7490189,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,1631426854.2613237,0.2
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,1635764516.4417181,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,1638554200.2148869,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,1641852812.8422115,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,1647685022.6593161,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,1648833967.811969,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,1649497184.8481762,0.1
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,1650087415.390357,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,1652013999.9244626,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,1654701636.0283849,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,1657901594.1288145,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,1657903820.4806283,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,1662596957.6088793,0.2
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,1667558056.6845551,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,1670356373.2014225,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,1676323991.4229758,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,1677699600.9146233,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,1679515907.2745242,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,1679552999.5883741,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,1681533972.796386,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,1684799987.4581549,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,1687802492.6598117,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,1689937574.7087963,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,1700799577.5311813,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,1703315669.5222259,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,1708227809.0923362,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,1709370852.5793886,0.1
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,1713193114.0812504,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,1717662304.6051195,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,1719479967.1436195,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,1719479967.1436195,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,1722033101.6145101,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,1722150894.7763293,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,1724676646.504194,0.1
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,1725125103.3628061,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,1725456319.205421,0.1
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,1725896122.4179037,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,1725952736.0547428,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,1728774755.0819974,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,1729433376.0011523,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,1730166865.2092192,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,1733480874.3368177,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,1736266158.9592998,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,1737414631.5470555,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,1740283114.2401738,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,1740492806.1417911,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,1742041436.9139547,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,1742672727.9512615,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,1743757693.5491021,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,1744362619.984483,0.1
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,1749595117.2811999,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,1752174689.6566906,0.1
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,1752707163.7120616,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,1756807958.9425755,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,1756973540.030467,0.1
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,1759621598.363621,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,1768928851.8989015,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,1772900005.8590751,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,1779106116.2049978,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,1782691519.8865936,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,1787124532.3820839,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,1794586852.8610313,0.1
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,1797361520.2112064,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,1797689631.1901746,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,1798955104.8933337,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,1801114702.0551474,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,1802813143.7661223,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,1802837316.9238107,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,1810746962.2359636,0.2
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,1812108791.9549689,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,1814470349.8610094,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,1814609953.6855099,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,1820528983.0148735,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,1823106894.0651305,0.1
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,1823484454.6439779,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,1832526993.9185252,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,1833954804.8183987,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,1836341227.2347872,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,1836681322.6943624,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,1839369381.3181896,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,1840937684.8086987,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,1844280803.0481155,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,1844407246.0724847,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,1847288568.58197,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,1849850411.8739457,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,1857717951.3026638,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,1858592462.2337017,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,1862559846.3191173,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,1862774520.167377,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,1864267568.0573711,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,1864384579.153038,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,1869370563.8520494,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,1871111526.9345202,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,1872200562.5554807,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,1874117490.5715821,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,1882616288.3346078,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,1883224987.4495032,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,1885194291.765394,0.1
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,1887355096.4386783,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,1897125326.6699164,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,1901143163.4858465,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,1902301749.1679211,0.1
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,1906547360.0287387,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,1906567370.9819498,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,1906655639.7236156,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,1909693952.9516525,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,1913376854.5289748,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,1917119255.6469963,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,1917579877.0365572,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,1918307864.7761667,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,1918691818.6539795,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,1924262894.0036173,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,1929728453.134208,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,1931383054.9488654,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,1932966390.5570197,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,1936960797.4469028,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,1940438753.4920611,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,1943140876.8483827,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,1950060025.5732172,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,1951567910.526473,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,1952064513.6093354,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,1960328252.8910699,0.1
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,1963160682.6869216,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,1964884136.4665627,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,1966277579.8215854,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,1968700028.0407097,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,1968700028.0407097,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,1969412485.4445853,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,1970180563.9389546,0.1
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,1980515711.7066653,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,1983093661.8660531,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,1986583437.6085734,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,1987866863.0540476,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,1990867042.0891135,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,1993711194.0206385,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,1994502179.6011457,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,2004233552.0435004,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,2004637413.4614618,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,2010518370.6553009,0.1
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,2019651267.8842959,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,2021432586.660352,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,2021826902.9308891,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,2022477543.6683755,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,2024784354.2171338,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,2027104479.8882911,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,2030063322.5870421,0.0
