有善才和龙女站立两厢,3,有善才和龙女站立两厢；
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,1382915037.2358875,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,1413609333.4465587,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,1414188531.994009,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,1414465951.9444923,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,1425954913.4038763,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,1431725756.5003397,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,1433289749.7975829,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,1437471562.5102625,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,1439289094.6457026,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,1440868973.3787992,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,1455190823.2587886,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,1583040457.9276102,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,1597356329.3167176,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,1604794839.8728244,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,1608876921.2660186,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,1629577836.7481544,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,1637166333.6312225,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,1639763760.4202762,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,1647969632.1118894,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,1651152866.8144255,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,1653263670.7297127,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,1654435453.9451001,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,1668175076.2376316,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,1693335023.2254434,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,1699100159.38063,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,1716785047.4457943,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,1720870548.962651,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,1725224832.2235041,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,1726338547.785084,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,1736707169.1066165,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,1753955685.1419773,0.1
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,1757815285.4585676,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,1761222908.9746923,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,1763049714.2709894,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,1765664932.9699864,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,1766040966.5671089,0.1
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,1766582327.3975208,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,1768593502.4685493,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,1783054916.3382838,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,1786371923.8504195,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,1797156257.6074975,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,1798425803.3379955,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,1801790696.1865592,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,1801878415.3460464,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,1803212588.7801247,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,1803424440.5300324,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,1816860550.2427673,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,1822647342.3512907,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,1827355251.3050568,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,1830395387.9358437,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,1847613089.7753458,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,1850000259.4973919,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,1853945821.9010453,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,1865787276.9395714,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,1867914107.7765977,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,1871088882.3861318,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,1872279342.413626,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,1883184675.4236803,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,1891817461.8287072,0.1
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,1904762501.7694998,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,1917549760.5474217,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,1920247051.5068948,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,1925314450.283057,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,1927947771.4070892,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,1932894227.0936263,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,1938546508.6244717,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,1941758479.7101815,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,1941947908.2520564,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,1945508672.8043082,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,1948239752.3359559,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,1951018967.7906272,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,1957528497.3945608,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,1967886095.9722757,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,1969366013.665174,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,1973687321.2072539,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,1976844250.0957725,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,1979365978.7929287,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,1980456591.0590234,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,1985493439.8924704,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,1987608407.2790551,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,1989696886.5804477,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,1990437627.4234591,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,1993427762.6531651,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,1994231015.9432986,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,1997857393.7065022,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,2002807531.6508904,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,2004450573.8963649,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,2019213408.5677514,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,2019513963.5266378,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,2022085699.6346684,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,2026150843.5760944,0.1
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,2026983343.9513323,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,2032379922.0599687,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,2035556200.6023111,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,2037664892.7073689,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,2038755112.2795553,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,2045251980.8438234,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,2045251980.8438234,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,2051823077.6010878,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,2058245352.6915047,0.1
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,2060050142.1618931,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,2061527167.7777545,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,2071367608.8907545,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,2082299650.6323216,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,2094719974.4804931,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,2097668491.5319622,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,2097668491.5319622,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,2098888937.1436245,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,2099819482.021023,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,2106632012.6982119,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,2108366281.5397196,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,2123567858.8726354,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,2125944244.650537,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,2132178699.8190036,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,2139463432.6579103,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,2143325886.1322427,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,2147632645.4693217,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,2148441150.893136,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,2153074667.1603999,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,2158820531.2385669,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,2163151787.2833786,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,2188168732.1077943,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,2190787112.5694995,0.1
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,2195061032.9544516,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,2206201347.4455905,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,2211850792.2527485,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,2218565418.3926244,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,2230956248.8396339,0.1
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,2241977795.2326555,0.1
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,2259880833.5632854,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,2272224291.9131193,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,2272224291.9131193,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,2273351841.3444815,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,2276184950.4727211,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,2276373269.6230221,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,2284122115.0446553,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,2291051689.2884793,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,2312384609.0238867,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,2315041818.8306999,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,2318031615.1398296,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,2323666141.9600921,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,2325319032.8986783,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,2330359708.9529295,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,2341775485.9573698,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,2348319958.8444457,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,2348874004.3091893,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,2350829098.078424,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,2356513517.3478909,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,2363616655.1135893,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,2368756445.8998194,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,2379588774.6695476,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,2393797648.3478837,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,2395224776.6383653,0.1
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,2395477237.1012554,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,2399285469.0377469,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,2401144773.7885213,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,2407645354.0047274,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,2412330853.7301307,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,2412649228.100771,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,2418506270.3403258,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,2423118543.1457148,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,2426083302.1742802,0.1
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,2426851149.8985953,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,2433703288.0826592,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,2433796706.2054925,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,2434152082.0577836,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,2438128687.2542448,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,2439628949.2422228,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,2442851365.1874628,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,2452776788.8466206,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,2452904356.689868,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,2461049123.0125327,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,2464872887.1709571,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,2474256304.0279365,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,2505060390.3884897,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,2522911506.9874167,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,2523848177.9170537,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,2526061357.4231806,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,2533018798.1102061,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,2537023834.4095554,0.1
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,2542968289.7874832,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,2543440148.5111718,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,2545457515.5894928,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,2549516747.5478969,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,2553507156.8039608,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,2554333404.4420252,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,2555308347.171587,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,2573436879.2924609,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,2581688877.9939475,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,2594008703.3220992,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,2599014817.8520117,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,2611954690.5932665,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,2618021939.6134377,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,2618576263.5275984,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,2634050004.5620108,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,2647522006.3802204,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,2662991113.3819494,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,2670053035.6185474,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,2685535351.5136819,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,2686459707.7024364,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,2686566035.6420512,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,2688326798.3933549,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,2697547611.1834583,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,2703423692.9063773,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,2705195388.1175504,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,2707538715.6500125,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,2707580676.2779727,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,2709757175.9202566,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,2718535699.3688321,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,2720662022.2741675,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,2732789931.0510812,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,2736193800.5301056,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,2739399543.6616797,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,2743468833.7404056,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,2749239005.073267,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,2750611793.5673428,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,2764919496.1556759,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,2766348188.3983135,0.1
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,2776367504.6269231,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,2782597730.9543204,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,2785551863.6089697,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,2797171915.9228168,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,2797171915.9228168,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,2801090308.8370805,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,2806388084.1299267,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,2811733166.1038566,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,2815493809.4276996,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,2825000837.9228501,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,2832861297.5385618,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,2832861297.5385618,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,2842720643.1320744,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,2845393950.9052839,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,2849438894.3621531,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,2853154766.0447106,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,2859091792.2102027,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,2881634071.4340611,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,2884553948.688344,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,2913281988.1776428,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,2914566269.4235454,0.1
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,2917026739.0639367,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,2925798168.8878636,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,2926434882.5825872,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,2933912968.0926161,0.2
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,2935003368.1234245,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,2935586913.3045263,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,2936360073.0769563,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,2936945348.6062112,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,2949530081.0883956,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,2989104673.8576374,0.2
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,2997004273.5779219,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,2997654283.2862892,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,3010562944.5722175,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,3015400132.2771826,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,3067867528.8502855,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,3078204306.8738637,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,3087214411.8344717,0.0
