满眼中清妙境灵光万丈,0,满眼中清妙景灵光万丈，
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,1675145628.371707,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,1686446111.6198318,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,1705383780.4943254,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,1706974005.3459682,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1725244258.6020818,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,1728363966.5636976,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,1729658965.9051447,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,1748094326.8158715,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,1760125022.8159983,0.1
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,1767639930.1812432,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,1773909626.1464236,0.1
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,1818284943.0907021,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,1819206500.5129898,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,1824141220.7037907,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,1836465004.125778,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,1837406581.8303165,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,1841688936.3541996,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,1846742612.0828428,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,1846791060.7260396,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,1849674080.6526911,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,1868079421.0721262,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,1868767180.1903265,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,1868959875.1386333,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,1869553562.6570055,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,1876519472.5797398,0.1
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,1884912591.5726299,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,1892054181.7110596,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,1896879232.1040802,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,1902408925.9772348,0.1
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,1918133526.8491135,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,1920047635.5354838,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,1929773432.9607587,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,1933945184.62779,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,1938811093.3740544,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,1939031411.858371,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,1942380113.6376483,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,1944921063.6469812,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,1951170892.1466711,0.1
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,1975509786.6525216,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,1980188756.1275399,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,1980188756.1275399,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,1983794440.8741629,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,1985973520.0213377,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,1989756745.7272992,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,1998868971.7484393,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,1999568251.7288942,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,2003794132.0721102,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,2006806309.7304835,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,2013288132.0507302,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,2016402118.7290823,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,2022052541.9216807,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,2028806540.7832808,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,2029551357.5441103,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,2033813092.4408846,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,2041417465.0755756,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,2043111449.8271768,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,2044776061.8767562,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,2080303490.1385856,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,2090828287.5631433,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,2090892488.5350773,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,2093682672.1816773,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,2094059855.6279058,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,2094708782.4324224,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,2095452654.9367256,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,2102384888.5732574,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,2108548165.7982657,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,2111388554.0443695,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,2115793674.1857543,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,2140539264.7131643,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,2143319263.8829029,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,2145822022.231662,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,2147241610.0933166,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,2151488542.5226336,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,2152059902.6936688,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,2161087751.0167294,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,2163161308.3360734,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,2164324024.1089196,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,2168534909.2654648,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,2172096294.3681149,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,2178561543.6973147,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,2181155941.4865551,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,2185672602.8985415,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,2194406350.1336188,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,2200433873.157691,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,2203170898.999568,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,2213241809.6987185,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,2213623062.0627275,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,2213623062.0627275,0.1
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,2214092906.2792826,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,2242175391.0160079,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,2250823867.1651392,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,2257722267.0350618,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,2267543453.0005455,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,2276447138.039999,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,2283209346.4671369,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,2286645085.6927743,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,2288982148.2830968,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,2290203861.0753384,0.2
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,2295525912.008184,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,2298662315.8308301,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,2301812722.6090503,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,2309450351.877398,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,2323215910.2018628,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,2323364546.6338453,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,2323928391.720789,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,2324169388.3310094,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,2327874110.0126452,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,2327874110.0126452,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,2329433602.5844946,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,2329658403.923264,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,2342022178.327251,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,2348663546.673429,0.1
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,2349710287.5649366,0.1
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,2356931614.9784813,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,2359542420.628768,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,2359859463.564743,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,2368822191.1373329,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,2377258934.8694224,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,2379325394.5667653,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,2380284190.102282,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,2385426525.4691377,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,2386525378.9160862,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,2386525378.9160862,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,2387293227.3680096,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,2392691815.5609012,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,2399838601.7278833,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,2400081612.9949574,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,2401059583.3537478,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,2409205117.6750455,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,2425499930.1744552,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,2429168266.363646,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,2430570686.1013303,0.2
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,2433412354.6158352,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,2436286426.4490514,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,2437670063.6549621,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,2447890506.4992051,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,2449771742.3296585,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,2456053219.5394292,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,2457281222.7825618,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,2458647202.3259535,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,2459200964.2175384,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,2468145302.8875551,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,2469742973.2959991,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,2471853801.5305867,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,2472542278.651659,0.2
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,2482089834.6011243,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,2487098887.71244,0.1
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,2497456879.6690173,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,2498038188.9758124,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,2499965734.9839048,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,2505195581.3649178,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,2511474108.2155747,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,2513287617.1589484,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,2513358195.9587746,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,2515014842.9734817,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,2517304654.3122077,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,2519835669.8177629,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,2521121303.1229148,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,2530448270.5286317,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,2544514702.7948103,0.1
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,2545521262.693305,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,2545537950.4600759,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,2546049736.0397549,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,2547754266.0667858,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,2554780791.2943683,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,2555175459.9676967,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,2556979596.0256004,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,2562154250.8497801,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,2566805912.114481,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,2567989627.0578227,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,2570543298.7728348,0.1
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,2574234790.7911592,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,2576534617.2843652,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,2597130370.8113308,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,2610587325.168282,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,2610824072.278986,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,2613048930.3275599,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,2614778321.5033426,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,2615033495.4850984,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,2618048227.7672501,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,2620870473.4043384,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,2628601081.8353395,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,2630235055.8572154,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,2637742228.0636115,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,2644452199.7160821,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,2655457792.3973832,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,2660078333.8592043,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,2662970351.3433104,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,2665512509.7041798,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,2682627771.5813675,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,2685567102.0455623,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,2685567102.0455623,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,2687702075.8719802,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,2689017750.8671908,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,2699730034.8309765,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,2699900294.3456283,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,2702239150.1303229,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,2711731342.6403174,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,2715657967.3389544,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,2717906910.6232653,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,2722158889.2369423,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,2726200861.7611971,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,2730361548.138772,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,2730401165.7058902,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,2731542951.3639665,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,2756011215.2756948,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,2759069860.9162822,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,2763104721.4549112,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,2773680572.0078626,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,2774280967.8493743,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,2780316465.6882157,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,2784460635.1660037,0.1
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,2804179068.9913473,0.1
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,2808945430.7733774,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,2812319036.090488,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,2814033933.4063172,0.1
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,2815188188.9377694,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,2820246974.3771892,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,2820833405.4800406,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,2822060475.4715295,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,2825472064.2262936,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,2830389283.9218497,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,2839969945.8264799,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,2841491125.0119576,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,2842172423.7044187,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,2843298147.404789,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,2844896851.5061264,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,2844896851.5061264,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,2850215483.3690372,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,2850361639.8184986,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,2854208799.5459991,0.1
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,2858908660.0173225,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,2862972733.8567328,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,2869443382.9476128,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,2873087589.2211375,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,2873338356.9626594,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,2873347840.9741373,0.1
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,2890334858.4561629,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,2895283760.9295311,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,2895852079.4813643,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,2897576104.5822544,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,2900991094.4683914,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,2904861745.1014457,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,2905482292.0476851,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,2907852950.8098621,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,2909409783.9836764,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,2911202503.31007,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,2922552076.3518758,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,2922823084.2342243,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,2923688491.8467736,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,2940175851.8240108,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,2941378982.0683513,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,2942865476.7202373,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,2947570616.698504,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,2958307766.7414856,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,2961059349.6696992,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,2966033259.6903615,0.2
