待我来再与你重订鸳盟,0,待我来搀扶（哇）你重订鸳盟。
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,212567933.40959141,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,213995668.43538809,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,214159131.79677632,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,221244044.08562139,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,225275520.26503891,0.1
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,226499527.44615307,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,226919306.33688673,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,229542386.02327946,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,232952222.30124331,0.1
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,235458322.48178032,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,239260350.16459623,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,240386713.25655487,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,240657513.71534884,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,241091826.04081485,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,241257122.79998219,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,241797753.33104372,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,242784097.51022494,0.2
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,242941275.02948296,0.1
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,245618867.84691742,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,246872093.00056359,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,249844809.76311302,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,250683613.94213623,0.1
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,252034799.91251567,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,254096220.12541124,0.2
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,255633736.92247525,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,255912492.16862023,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,256636370.49634969,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,256735501.246829,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,259174130.9429467,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,259656417.21840641,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,264072257.03044012,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,271520934.68141502,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,273787973.12673014,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,277198740.87693584,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,278346721.51563162,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,280039386.46872407,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,280103242.29602855,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,280491489.15843982,0.2
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,282424541.79879624,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,282892946.98521042,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,284645453.88671851,0.1
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,284826861.55161011,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,286113958.23487771,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,291524061.79535067,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,291855995.52561122,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,291966048.37776983,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,292061092.9085272,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,292239879.61303061,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,292594200.04811615,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,292736988.32150292,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,293518961.87063271,0.3
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,294830318.76297909,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,295093219.81735206,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,295457208.55468416,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,297076104.11513132,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,300032151.99474967,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,300751130.59900051,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,301500813.4334259,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,304578573.19048029,0.1
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,308859016.22715068,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,310606438.7285108,0.1
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,318378033.77424645,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,318738183.60587746,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,319042102.88147813,0.1
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,321207194.33199406,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,322395113.99042273,0.3
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,323881179.07882506,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,324617583.19809502,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,325807390.76793128,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,327297756.65560031,0.1
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,331300395.54324383,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,333331536.38657057,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,336478359.76717573,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,336587444.01951176,0.1
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,337521997.81307989,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,337607696.03693432,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,338131101.98960608,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,338287925.06922245,0.2
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,341064449.18608892,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,341138995.56370211,0.1
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,341785376.79336941,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,342070699.75204176,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,344289259.60561448,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,345168211.68330497,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,346290298.3838976,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,349004152.38318831,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,350146566.3963899,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,350802442.6730361,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,353971232.47040045,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,354983986.01391375,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,355328149.58593953,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,359809140.73716366,0.2
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,360990326.15226769,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,362907634.73721796,0.1
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,363470302.32301623,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,363973056.58560926,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,365482970.19330895,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,366420453.54658133,0.1
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,368023091.62368417,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,370439326.02941227,0.2
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,370894258.89007401,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,371417296.38613117,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,372659948.23361206,0.1
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,375100842.61331779,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,377636137.52165139,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,377683860.35644805,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,378138262.07224214,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,378578088.31935591,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,378678546.96496958,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,380147365.49773586,0.1
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,381170031.39668077,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,382245997.66338658,0.1
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,383372624.61545074,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,387680799.43139076,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,389130450.29114407,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,393571019.81525499,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,395790893.5188399,0.1
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,396992815.66218239,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,397799248.72432351,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,405157558.89030105,0.2
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,405424056.92365348,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,410510735.16127318,0.1
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,411334304.51907885,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,411881454.3858937,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,412917800.07905537,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,414180418.46613586,0.1
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,415358634.8375293,0.2
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,416108448.52459294,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,416744901.47569597,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,417588462.65897614,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,418442129.80267912,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,421884412.8078028,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,422204662.7675786,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,422304112.71626407,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,423655115.15363419,0.2
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,424671495.1342603,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,424741117.49752229,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,427108540.29312193,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,427667938.53832245,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,428547078.43965733,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,429756419.08878893,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,430768959.27463806,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,430768959.27463806,0.1
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,432053225.61840391,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,433407252.8146441,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,434319127.45393062,0.1
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,434329936.99380785,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,435506246.24817234,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,435506246.24817234,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,437020138.53902698,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,440480945.79243922,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,441959447.3086105,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,442923460.43891573,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,443018069.63669413,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,443018069.63669413,0.1
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,443428963.0269683,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,445362158.26834774,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,446386303.36038607,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,448014082.88087618,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,451784925.34442681,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,452510102.45864421,0.1
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,452787857.40358204,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,452844265.06151366,0.1
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,454753090.07877862,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,455797881.69962472,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,465357689.8931874,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,466555449.13318151,0.1
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,467247852.77419376,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,467914478.41300404,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,469045836.37155569,0.1
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,469846201.17727286,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,469941993.88286346,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,472497612.98290294,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,473136921.96661913,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,473642106.55872422,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,479489738.64620697,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,480536893.73860824,0.2
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,482890476.15648937,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,483121266.00085372,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,483185639.027165,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,483599374.47455978,0.2
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,484253526.30317366,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,485550102.42206079,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,488370110.15540022,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,490896413.3276872,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,491106263.43802357,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,491899497.4456082,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,492046332.06220263,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,493427426.24756461,0.1
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,495031585.20770174,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,495105908.04569089,0.3
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,496599230.99984276,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,502635995.75991541,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,502699586.32979172,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,504483338.31258047,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,506167511.8799957,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,507207268.61821604,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,508490516.65703309,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,508833396.91835338,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,509342946.74065167,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,509652125.47382456,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,510109318.61111009,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,513856150.09779507,0.1
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,515582917.60273165,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,516725198.20109868,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,517930494.24135417,0.1
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,518212002.00536156,0.1
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,518969096.72768104,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,523360122.08283496,0.1
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,525269557.17337537,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,527439793.42022687,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,528676089.97415453,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,530967043.07511967,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,533866898.98028088,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,534453576.54488361,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,534848892.04998869,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,538811478.64791834,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,540285323.43716943,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,540881850.86297727,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,543360079.81226218,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,544346961.07925797,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,547265934.09100878,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,547855896.42546952,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,548478492.01740766,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,548478492.01740766,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,548624186.61793828,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,548624186.61793828,0.2
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,550863464.59054732,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,551167390.63317025,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,551794850.98179436,0.2
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,554922423.74848342,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,557721993.84158695,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,558403162.78587008,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,561439837.89573705,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,562026948.21860933,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,566029669.4336462,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,566482744.51941383,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,567170253.75894427,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,567170253.75894427,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,567620539.91368294,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,569734110.22306263,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,569759551.39010251,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,571612252.14820874,0.1
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,575602266.50219417,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,576306328.64371371,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,576520777.80754209,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,580611388.43265069,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,580676659.72491241,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,580996136.49263859,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,581155782.69258749,0.1
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,582601476.49616468,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,584094635.27165759,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,584094635.27165759,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,585295881.39655817,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,591380461.2962352,0.1
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,593441126.09447503,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,593987547.17385864,0.1
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,594105143.63628864,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,594918663.88781333,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,595468897.99618268,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,599902075.42961013,0.0
