见玉兔玉兔又早东升,1,见玉兔（哇）玉兔又早东升。
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,3121148259.9921093,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,3123303918.813026,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,3127425895.9643974,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,3134759077.4755025,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,3138599106.5855875,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,3144512486.432487,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,3147561432.474431,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,3148281562.97191,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,3156441945.8277321,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,3166145515.6604753,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,3167596235.5433755,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,3171778426.284337,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,3182482722.5746765,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,3182723438.7560735,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,3185635950.436317,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,3194402133.7794423,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,3201079675.393971,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,3203816742.342947,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,3210701546.5879431,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,3223499065.9616489,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,3224964685.8059092,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,3241171038.9531741,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,3259382020.540483,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,3262614915.2152443,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,3265029245.9819031,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,3265556756.7591743,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,3268899762.9215851,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,3288588722.2516117,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,3291331695.7123928,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,3302353360.0333996,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,3315219878.5207524,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,3325494005.0918951,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,3327934412.0468159,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,3330589342.5467396,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,3345237206.2210412,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,3355987391.0684967,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,3362157368.6710534,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,3375585420.5811844,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,3380611257.0295019,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,3402977041.631403,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,3404242756.1154003,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,3426205141.186132,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,3432514350.480011,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,3435085082.5056024,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,3452279802.7328033,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,3452854527.0522604,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,3475701464.5227985,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,3482085364.1534629,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,3482633802.5993462,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,3485481799.6376491,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,3499994687.2700291,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,3508759040.5382342,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,3521701136.9907699,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,3526245612.0323806,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,3531588240.1684976,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,3534060774.3537145,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,3543028797.235621,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,3544657967.2267218,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,3552579177.3781338,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,3559457525.7671385,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,3561097600.4686418,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,3567081810.8704724,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,3580053490.1013894,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,3581358395.5302539,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,3586095171.8423042,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,3626535747.6375222,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,3627598697.9240346,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,3636085066.5610576,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,3656780167.6260829,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,3656972625.8603296,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,3698727997.33708,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,3701202744.7979317,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,3707546306.4235082,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,3708394331.8151798,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,3709000240.1909966,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,3738934183.9046173,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,3750802744.5423336,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,3785691804.333416,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,3787007623.7982354,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,3789825615.3739882,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,3827939093.5569649,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,3834350014.9589534,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,3841211172.2017908,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,3849675224.4540215,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,3849901830.1390643,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,3850623762.0037189,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,3851893191.7623386,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,3854232099.8677373,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,3889637526.8807149,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,3895724249.0514131,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,3916853623.059226,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,3919227380.9297252,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,3923580525.7686543,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,3940042491.7184887,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,3940999550.1666474,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,3952678692.7015376,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,3961804082.0728698,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,3963806503.2185569,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,3965900805.3437262,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,3990514790.1284142,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,4007650539.9083405,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,4017313688.1119008,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,4020176204.0479527,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,4032310464.9059162,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,4047861417.9933119,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,4074456659.3388286,0.2222222222222222
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,4086523713.8635783,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,4090959071.7009525,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,4093037250.7856789,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,4121323676.725842,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,4126053324.8216891,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,4139246623.8280611,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,4169946917.4148545,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,4195716730.7141728,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,4226802226.8162661,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,4229689354.9118114,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,4229782259.3530021,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,4238164728.1185527,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,4255044556.3901772,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,4283446416.293632,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,4284185267.8813524,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,4291918492.0262604,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,4329819317.0079927,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,4340531994.1662216,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,4374128779.032115,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,4389120435.3569279,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,4393704252.8467579,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,4433178203.7181311,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,4433178203.7181311,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,4539737412.3085375,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,4570403294.2128391,0.1111111111111111
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,4573482376.1871805,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,4601101741.7744942,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,4605178185.9554472,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,4605178185.9554472,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,4634771968.2489653,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,4702410935.7167845,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,4732230896.8520689,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,4755722092.4411974,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,4761815095.7689123,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,4779989492.086071,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,4825163512.9296465,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,4837526855.5567274,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,4838333064.1539507,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,4844621888.1493053,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,4849150610.9847965,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,4862408295.0065384,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,4873909270.3323336,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,4883137794.3286667,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,4963231240.7096472,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,4983079647.793004,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,4983402434.7891092,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,4984254502.3641157,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,5022107098.4839058,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,5026110977.4433203,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,5029711359.0188932,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,5039089278.014596,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,5075278675.3245544,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,5096024471.2011642,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,5143278368.9914894,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,5162863030.9543619,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,5192809677.5605316,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,5218081208.8141117,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,5218081208.8141117,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,5233748201.3649654,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,5415157512.213438,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,5561914804.5807877,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,5606138823.5287704,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,5650940737.6050329,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,5708664465.4531431,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,5726663264.7931137,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,5792976937.9872074,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,5822323002.8117485,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,5837851864.8905668,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,5955616788.5677567,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,6043229434.4258699,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,6046110477.3922815,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,6046110477.3922815,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,6065972543.7490549,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,6135224198.0681372,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,6163246664.3054476,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,6163246664.3054476,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,6182415031.6721907,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,6230334866.2857504,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,6370012955.8454485,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,6609259089.6501322,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,6613855427.6071444,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,6666165837.0607996,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,6686872473.696249,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,6697157281.6031218,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,6861401433.9280071,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,6925649847.3096418,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,7020781608.3077478,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,7039630595.3110867,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,7132645673.6292734,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,7138322640.8419838,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,7147650591.7598972,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,7339124100.2287302,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,7720749499.1840591,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,8271175028.7326088,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,8597736603.9913425,0.0
